draw,district,total_pop,total_vap,plan_dev,comp_edge,comp_polsby,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,gov_18_dem_mil,gov_18_rep_moo,uss_18_dem_rin,uss_18_rep_bra,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_gid,uss_20_rep_col,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
1468,1,680095,556375,0.001592091,0.9563,0.16292,608521,14984,14819,1778,10937,200,2380,26476,506498,10126,10064,1468,8736,168,1799,17516,206393,150005,185591,129408,39520,101514,258703,159304,210298,191183,150005,206393,115461,112556,175244,234500,1,2,180101,146283,0.5518,0.5182,0.8,0.8,0,-0.0045837
1468,2,682264,553710,0.001592091,0.9563,0.26051,619743,10131,11790,5515, 5731,207,2050,27097,511006, 6425, 7592,4135,4600,164,1566,18222,151342,185588,135371,142903,26748,121987,176367,201463,136943,226459,185588,151342,132445, 81059,213961,156655,1,2,125354,175680,0.4164,0.3918,0.0,0.8,0,-0.0045837
1469,1,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
1469,2,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
1470,1,680710,556262,0.000689246,0.9686,0.24152,624368, 5004,11529,5516, 5664,173,2015,26441,516464, 3714, 7601,4124,4619,151,1556,18033,160912,184080,146189,144075,27223,121797,189216,199783,147271,226605,184080,160912,132936, 86706,213194,168244,1,1,134162,175268,0.4336,0.4066,0.2,1.0,0,-0.0905073
1470,2,681649,553823,0.000689246,0.9686,0.27407,603896,20111,15080,1777,11004,234,2415,27132,501040,12837,10055,1479,8717,181,1809,17705,196823,151513,174773,128236,39045,101704,245854,160984,199970,191037,151513,196823,114970,106909,176010,222912,1,1,171293,146695,0.5387,0.5070,0.8,1.0,0,-0.0905073
1471,1,684398,556305,0.004724893,0.9620,0.22425,605844,20619,15303,1790,10897,206,2409,27330,503053,13093,10249,1456,8691,169,1807,17787,199438,151304,177065,128331,39026,101633,250109,160189,203616,190792,151304,199438,114982,108045,175491,226863,1,2,173851,146450,0.5428,0.5103,0.8,0.8,0, 0.0040894
1471,2,677961,553780,0.004724893,0.9620,0.24098,622420, 4496,11306,5503, 5771,201,2021,26243,514451, 3458, 7407,4147,4645,163,1558,17951,158297,184289,143897,143980,27242,121868,184961,200578,143625,226850,184289,158297,132924, 85570,213714,164293,1,2,131604,175513,0.4285,0.4024,0.0,0.8,0, 0.0040894
1472,1,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
1472,2,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
1473,1,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
1473,2,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
1474,1,680074,554331,0.001622920,0.9601,0.23799,618052, 9915,11901,5579, 5775,195,2059,26598,511480, 6381, 7764,4191,4690,176,1592,18057,158580,181892,143078,141791,27543,120290,185119,197546,144268,223669,181892,158580,131041, 85311,210608,164693,1,2,131718,173038,0.4322,0.4060,0.2,1.0,0,-0.0949663
1474,2,682285,555754,0.001622920,0.9601,0.24334,610212,15200,14708,1714,10893,212,2371,26975,506024,10170, 9892,1412,8646,156,1773,17681,199155,153701,177884,130520,38725,103211,249951,163221,202973,193973,153701,199155,116865,108304,178597,226462,1,2,173738,148925,0.5384,0.5061,0.8,1.0,0,-0.0949663
1475,1,681044,552529,0.000198920,0.9753,0.29434,602772,20570,15146,1801,10814,220,2377,27344,499612,13035,10102,1480,8608,174,1779,17739,194692,152132,171908,128269,38590,101925,243501,160907,198221,190711,152132,194692,115097,105249,175809,220861,1,0,169383,146789,0.5357,0.5041,0.8,1.0,0,-0.0889192
1475,2,681315,557556,0.000198920,0.9753,0.25025,625492, 4545,11463,5492, 5854,187,2053,26229,517892, 3516, 7554,4123,4728,158,1586,17999,163043,183461,149054,144042,27678,121576,191569,199860,149020,226931,183461,163043,132809, 88366,213396,170295,1,0,136073,175174,0.4372,0.4101,0.2,1.0,0,-0.0889192
1476,1,681788,555116,0.000893303,0.9506,0.24071,619827, 9305,11907,5539, 6017,219,2112,26862,512233, 6058, 7762,4160,4850,182,1618,18253,156824,182467,141786,141696,27653,120146,182690,198300,142161,224025,182467,156824,130921, 84719,211162,162425,1,2,130222,173327,0.4290,0.4034,0.2,1.0,0,-0.0961892
1476,2,680571,554969,0.000893303,0.9506,0.18379,608437,15810,14702,1754,10651,188,2318,26711,505271,10493, 9894,1443,8486,150,1747,17485,200911,153126,179176,130615,38615,103355,252380,162467,205080,193617,153126,200911,116985,108896,178042,228730,1,2,175233,148636,0.5411,0.5081,0.8,1.0,0,-0.0961892
1477,1,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
1477,2,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
1478,1,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
1478,2,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
1479,1,679438,552893,0.002556595,0.9563,0.25147,606070,16574,14741,1744,10898,209,2338,26864,502549,10854, 9843,1442,8662,160,1754,17629,195467,153708,173754,129851,38492,103059,244082,163167,198363,193171,153708,195467,116455,106123,178169,221223,1,2,170032,148591,0.5336,0.5020,0.8,1.0,0,-0.0909972
1479,2,682921,557192,0.002556595,0.9563,0.23006,622194, 8541,11868,5549, 5770,198,2092,26709,514955, 5697, 7813,4161,4674,172,1611,18109,162268,181885,147208,142460,27776,120442,190988,197600,148878,224471,181885,162268,131451, 87492,211035,169933,1,2,135424,173371,0.4386,0.4115,0.2,1.0,0,-0.0909972
1480,1,681398,556724,0.000320767,0.9363,0.15686,608568,15140,15283,1819,11237,191,2334,26826,506093,10217,10322,1498,8983,159,1766,17686,203910,150400,182798,129200,39184,101641,255421,159719,207622,191304,150400,203910,115421,110991,175512,231521,1,2,177787,146453,0.5483,0.5151,0.8,0.8,0,-0.0015691
1480,2,680961,553361,0.000320767,0.9363,0.19575,619696, 9975,11326,5474, 5431,216,2096,26747,511411, 6334, 7334,4105,4353,173,1599,18052,153825,185193,138164,143111,27084,121860,179649,201048,139619,226338,185193,153825,132485, 82624,213693,159634,1,2,127668,175510,0.4211,0.3960,0.0,0.8,0,-0.0015691
1481,1,677889,549589,0.004830592,0.9772,0.34083,601242,20311,14566,1781,10494,234,2333,26928,497830,12823, 9651,1482,8300,178,1779,17546,189312,154156,167224,129423,38254,103121,236457,163669,191709,192985,154156,189312,116272,102739,178327,214083,1,0,164591,148671,0.5254,0.4950,0.6,1.0,0,-0.0846349
1481,2,684470,560496,0.004830592,0.9772,0.23878,627022, 4804,12043,5512, 6174,173,2097,26645,519674, 3728, 8005,4121,5036,154,1586,18192,168423,181437,153738,142888,28014,120380,198613,197098,155532,224657,181437,168423,131634, 90876,210878,177073,1,0,140864,173292,0.4484,0.4199,0.4,1.0,0,-0.0846349
1482,1,677889,549589,0.004830592,0.9772,0.34083,601242,20311,14566,1781,10494,234,2333,26928,497830,12823, 9651,1482,8300,178,1779,17546,189312,154156,167224,129423,38254,103121,236457,163669,191709,192985,154156,189312,116272,102739,178327,214083,1,0,164591,148671,0.5254,0.4950,0.6,1.0,0,-0.0846349
1482,2,684470,560496,0.004830592,0.9772,0.23878,627022, 4804,12043,5512, 6174,173,2097,26645,519674, 3728, 8005,4121,5036,154,1586,18192,168423,181437,153738,142888,28014,120380,198613,197098,155532,224657,181437,168423,131634, 90876,210878,177073,1,0,140864,173292,0.4484,0.4199,0.4,1.0,0,-0.0846349
1483,1,681027,557778,0.000223876,0.9781,0.23890,623860, 4779,11981,5505, 6138,173,2080,26511,517121, 3712, 7967,4118,5005,154,1578,18123,167052,180786,152431,142285,27796,119914,196886,196435,154046,223809,180786,167052,131099, 90114,210122,175466,1,0,139642,172646,0.4472,0.4188,0.4,1.0,0,-0.0852184
1483,2,681332,552307,0.000223876,0.9781,0.34250,604404,20336,14628,1788,10530,234,2350,27062,500383,12839, 9689,1485,8331,178,1787,17615,190683,154807,168531,130026,38472,103587,238184,164332,193195,193833,154807,190683,116807,103501,179082,215690,1,0,165813,149317,0.5262,0.4956,0.6,1.0,0,-0.0852184
1484,1,684046,555775,0.004208142,0.9686,0.25170,605932,20162,15268,1782,10821,220,2418,27443,502752,12891,10245,1456,8629,174,1818,17810,199254,150871,176965,127934,39071,101331,250093,159724,203624,190215,150871,199254,114632,108018,174970,226858,1,1,173801,146015,0.5434,0.5110,0.8,0.8,0, 0.0047069
1484,2,678313,554310,0.004208142,0.9686,0.25347,622332, 4953,11341,5511, 5847,187,2012,26130,514752, 3660, 7411,4147,4707,158,1547,17928,158481,184722,143997,144377,27197,122170,184977,201043,143617,227427,184722,158481,133274, 85597,214235,164297,1,1,131654,175948,0.4280,0.4019,0.0,0.8,0, 0.0047069
1485,1,684459,557050,0.004814443,0.9496,0.21397,608452,18507,15028,1731,11070,229,2424,27018,505222,11869,10072,1423,8772,172,1826,17694,200486,152464,178971,129251,39348,102025,251096,161553,204172,192299,152464,200486,115638,109159,176926,227634,1,2,174815,147518,0.5423,0.5101,0.8,0.8,0, 0.0013682
1485,2,677900,553035,0.004814443,0.9496,0.22588,619812, 6608,11581,5562, 5598,178,2006,26555,512282, 4682, 7584,4180,4564,160,1539,18044,157249,183129,141991,143060,26920,121476,183974,199214,143069,225343,183129,157249,132268, 84456,212279,163521,1,2,130641,174444,0.4282,0.4020,0.0,0.8,0, 0.0013682
1486,1,678310,552272,0.004212546,0.9430,0.23834,617790, 8409,11815,5528, 5915,217,2085,26551,510304, 5540, 7683,4155,4765,180,1591,18054,155601,182674,140660,141899,27194,120338,181491,198806,141039,224489,182674,155601,131118, 83927,211647,161265,1,2,129197,173641,0.4266,0.4010,0.0,0.8,0,-0.0015657
1486,2,684049,557813,0.004212546,0.9430,0.17741,610474,16706,14794,1765,10753,190,2345,27022,507200,11011, 9973,1448,8571,152,1774,17684,202134,152919,180302,130412,39074,103163,253579,161961,206202,193153,152919,202134,116788,109688,177557,229890,1,2,176258,148322,0.5430,0.5102,0.8,0.8,0,-0.0015657
1487,1,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
1487,2,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
1488,1,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
1488,2,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
1489,1,681398,556724,0.000320767,0.9363,0.15686,608568,15140,15283,1819,11237,191,2334,26826,506093,10217,10322,1498,8983,159,1766,17686,203910,150400,182798,129200,39184,101641,255421,159719,207622,191304,150400,203910,115421,110991,175512,231521,1,2,177787,146453,0.5483,0.5151,0.8,0.8,0,-0.0015691
1489,2,680961,553361,0.000320767,0.9363,0.19575,619696, 9975,11326,5474, 5431,216,2096,26747,511411, 6334, 7334,4105,4353,173,1599,18052,153825,185193,138164,143111,27084,121860,179649,201048,139619,226338,185193,153825,132485, 82624,213693,159634,1,2,127668,175510,0.4211,0.3960,0.0,0.8,0,-0.0015691
1490,1,682621,556439,0.002116182,0.9591,0.23512,620933, 9473,11839,5589, 5785,197,2076,26729,513749, 6129, 7718,4199,4694,176,1609,18165,158603,183383,143095,142813,27604,121005,185316,198963,144396,225138,183383,158603,131909, 85350,212051,164856,1,1,131803,174260,0.4306,0.4046,0.2,1.0,0,-0.0937051
1490,2,679738,553646,0.002116182,0.9591,0.23745,607331,15642,14770,1704,10883,210,2354,26844,503755,10422, 9938,1404,8642,156,1756,17573,199132,152210,177867,129498,38664,102496,249754,161804,202845,192504,152210,199132,115997,108265,177154,226299,1,1,173652,147702,0.5404,0.5079,0.8,1.0,0,-0.0937051
1491,1,683155,558815,0.002900117,0.9743,0.25520,626877, 4637,11555,5517, 5913,189,2073,26394,518896, 3570, 7600,4142,4768,160,1594,18085,163639,183459,149619,143970,27790,121496,192074,199753,149477,226822,183459,163639,132733, 88704,213287,170775,1,1,136520,175100,0.4381,0.4109,0.2,1.0,0,-0.0885575
1491,2,679204,551270,0.002900117,0.9743,0.29268,601387,20478,15054,1776,10755,218,2357,27179,498608,12981,10056,1461,8568,172,1771,17653,194096,152134,171343,128341,38478,102005,242996,161014,197764,190820,152134,194096,115173,104911,175917,220380,1,1,168936,146863,0.5349,0.5033,0.8,1.0,0,-0.0885575
1492,1,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
1492,2,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
1493,1,681462,557342,0.000414722,0.9762,0.25612,625553, 4544,11464,5500, 5842,187,2054,26318,517630, 3509, 7549,4130,4723,158,1586,18057,162624,183476,148629,143847,27694,121441,190705,199835,148327,226748,183476,162624,132644, 88161,213292,169516,1,0,135596,175069,0.4365,0.4095,0.2,1.0,0,-0.0894876
1493,2,680897,552743,0.000414722,0.9762,0.29525,602711,20571,15145,1793,10826,220,2376,27255,499874,13042,10107,1473,8613,174,1779,17681,195111,152117,172333,128464,38574,102060,244365,160932,198914,190894,152117,195111,115262,105453,175913,221639,1,0,169859,146893,0.5363,0.5045,0.8,1.0,0,-0.0894876
1494,1,680897,552743,0.000414722,0.9762,0.29525,602711,20571,15145,1793,10826,220,2376,27255,499874,13042,10107,1473,8613,174,1779,17681,195111,152117,172333,128464,38574,102060,244365,160932,198914,190894,152117,195111,115262,105453,175913,221639,1,0,169859,146893,0.5363,0.5045,0.8,1.0,0,-0.0894876
1494,2,681462,557342,0.000414722,0.9762,0.25612,625553, 4544,11464,5500, 5842,187,2054,26318,517630, 3509, 7549,4130,4723,158,1586,18057,162624,183476,148629,143847,27694,121441,190705,199835,148327,226748,183476,162624,132644, 88161,213292,169516,1,0,135596,175069,0.4365,0.4095,0.2,1.0,0,-0.0894876
1495,1,678205,550689,0.004366690,0.9629,0.22645,601630,19270,15126,1772,10690,192,2326,27199,498696,12301,10112,1452,8522,152,1735,17719,197285,150673,175135,127691,38461,101192,247728,159919,201602,190188,150673,197285,114441,106798,175054,224665,1,1,172042,145932,0.5411,0.5086,0.8,1.0,0,-0.0908139
1495,2,684154,559396,0.004366690,0.9629,0.23897,626634, 5845,11483,5521, 5978,215,2104,26374,518808, 4250, 7544,4151,4814,180,1630,18019,160450,184920,145827,144620,27807,122309,187342,200848,145639,227454,184920,160450,133465, 86817,214151,166491,1,1,133413,176030,0.4311,0.4050,0.2,1.0,0,-0.0908139
1496,1,678181,551058,0.004401923,0.9658,0.27265,601005,19924,14998,1762,10952,234,2398,26908,498655,12727, 9997,1466,8677,181,1795,17560,196110,150687,174174,127636,38898,101195,244904,160289,199163,190239,150687,196110,114415,106536,175264,222034,1,1,170650,146009,0.5389,0.5072,0.8,1.0,0,-0.0892309
1496,2,684178,559027,0.004401923,0.9658,0.24098,627259, 5191,11611,5531, 5716,173,2032,26665,518849, 3824, 7659,4137,4659,151,1570,18178,161625,184906,146788,144675,27370,122306,190166,200478,148078,227403,184906,161625,133491, 87079,213940,169122,1,1,134805,175954,0.4338,0.4068,0.2,1.0,0,-0.0892309
1497,1,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
1497,2,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
1498,1,681589,556406,0.000601163,0.9515,0.18479,610572,14813,14528,1704,10846,212,2354,26560,507218, 9921, 9798,1411,8604,160,1776,17518,202421,153600,181500,131044,39144,103300,253887,163358,206149,194673,153600,202421,117172,110322,179015,230018,1,1,176620,149195,0.5421,0.5094,0.8,0.8,0,-0.0032758
1498,2,680770,553679,0.000601163,0.9515,0.22904,617692,10302,12081,5589, 5822,195,2076,27013,510286, 6630, 7858,4192,4732,172,1589,18220,155314,181993,139462,141267,27124,120201,181183,197409,141092,222969,181993,155314,130734, 83293,210189,161138,1,1,128835,172768,0.4272,0.4015,0.0,0.8,0,-0.0032758
1499,1,678402,555008,0.004077486,0.9762,0.25441,622752, 4536,11414,5491, 5829,187,2047,26146,515475, 3507, 7519,4122,4710,158,1580,17937,162069,182747,148134,143380,27577,121031,190159,199024,147863,225907,182747,162069,132205, 87855,212466,169011,0,0,135160,174418,0.4366,0.4096,0.2,1.0,0,-0.0905407
1499,2,683957,555077,0.004077486,0.9762,0.29193,605512,20579,15195,1802,10839,220,2383,27427,502029,13044,10137,1481,8626,174,1785,17801,195666,152846,172828,128931,38691,102470,244911,161743,199378,191735,152846,195666,115701,105759,176739,222144,0,0,170295,147545,0.5358,0.5041,0.8,1.0,0,-0.0905407
1500,1,681876,555207,0.001022491,0.9458,0.22533,610090,15101,14588,1805,10787,213,2327,26965,505644,10055, 9749,1496,8565,165,1740,17793,194951,155018,174018,130382,38198,103986,242921,165730,196605,195333,155018,194951,117184,106108,180531,219763,1,2,169338,150090,0.5301,0.4987,0.8,1.0,0,-0.0916831
