draw,district,total_pop,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,gov_16_rep_gia,gov_16_dem_bul,atg_16_rep_fox,atg_16_dem_jen,sos_16_rep_sta,sos_16_dem_lin,uss_18_rep_ros,uss_18_dem_tes,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_dai,uss_20_dem_bul,gov_20_rep_gia,gov_20_dem_coo,atg_20_rep_knu,atg_20_dem_gra,sos_20_rep_jac,sos_20_dem_ben,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
4221,2,541765,420574,0.0006410109,0.9728,0.4672,24626,443966,3213,36301,4234,449,2079,26897,15878,356390,2411,23353,3521,333,1544,17144,141644, 79360,121513,117021,167731,70496,141148, 93080,118857,115512,172437,109588,167964,122697,165663,111779,174576,110502,176606,107215,143008, 89991,118857,115512,171449,112356,2,0,103725,154814,0.4012,0.4015,0.0,0.2,0,0.2549
4222,1,541794,423986,0.0005875164,0.9685,0.3405,24231,451278,2429,32644,3786,382,1938,25106,15644,364266,1800,21102,3141,273,1465,16295,142378, 83956,122267,122315,167339,76757,140961, 98838,119533,121664,174653,115999,169436,130055,166738,119449,176852,117264,178861,113899,143236, 95468,119533,121664,173308,119333,1,1,110019,155901,0.4137,0.4141,0.2,0.4,0,0.1586
4222,2,542431,426137,0.0005875164,0.9685,0.2693,20968,450040,2648,31948,4291,457,2436,29643,14264,363287,1981,21615,3525,369,1861,19235,136859, 93750,113845,133615,165425,82210,136509,106020,116428,132208,168946,128784,163733,142404,161805,131408,171467,129757,174075,125716,138160,103898,116428,132208,168005,131614,1,1,120587,150909,0.4442,0.4443,0.2,0.4,0,0.1586
4223,1,540910,425119,0.0022181743,0.9728,0.4412,20542,448574,2716,32538,4233,436,2222,29649,13959,362210,2046,22170,3475,354,1671,19234,133975, 94246,110754,134731,162364,83096,133043,107431,112799,133088,164847,128936,159399,142725,157354,132044,166889,130399,169904,126035,135035,104876,112799,133088,163679,132028,0,0,121273,147133,0.4518,0.4520,0.2,0.2,0,0.2585
4223,2,543315,425004,0.0022181743,0.9728,0.2948,24657,452744,2361,32054,3844,403,2152,25100,15949,365343,1735,20547,3191,288,1655,16296,145262, 83460,125358,121200,170399,75871,144427, 97428,123163,120785,178752,115847,173770,129734,171190,118814,181429,116622,183032,113580,146361, 94491,123163,120785,177634,118919,0,0,109333,159678,0.4064,0.4067,0.0,0.2,0,0.2585
4224,1,540978,420880,0.0020927391,0.9782,0.4518,25062,444213,3220,34860,4262,456,2092,26813,16228,357157,2426,22481,3548,341,1564,17135,141101, 79852,121263,117144,166861,71257,140814, 93176,118638,115847,172138,110809,167792,123839,165428,112957,174308,111651,176469,108323,142509, 90359,118638,115847,171227,113516,0,0,104485,154481,0.4035,0.4037,0.0,0.2,0,0.2549
4224,2,543247,429243,0.0020927391,0.9782,0.2516,20137,457105,1857,29732,3815,383,2282,27936,13680,370396,1355,20236,3118,301,1762,18395,138136, 97854,114849,138787,165903,87711,136656,111683,117324,138026,171461,133974,165377,148620,163116,137900,174010,135371,176466,131292,138887,109008,117324,138026,170086,137432,0,0,126121,152330,0.4529,0.4532,0.2,0.2,0,0.2549
4225,1,540293,423046,0.0033563144,0.9685,0.2978,24128,450020,2413,32607,3728,381,2010,25006,15595,363434,1791,21073,3091,272,1539,16251,143077, 83024,122804,121286,167471,76206,141526, 97806,120158,120487,175384,114685,170168,128673,167490,118055,177595,115901,179468,112664,143719, 94582,120158,120487,174021,117995,1,0,108878,156514,0.4103,0.4106,0.1,0.3,0,0.2082
4225,2,543932,427077,0.0033563144,0.9685,0.2991,21071,451298,2664,31985,4349,458,2364,29743,14313,364119,1990,21644,3575,370,1787,19279,136160, 94682,113308,134644,165293,82762,135944,107052,115803,133386,168215,130098,163001,143786,161054,132802,170724,131120,173468,126951,137677,104785,115803,133386,167292,132952,1,0,121728,150297,0.4475,0.4476,0.2,0.3,0,0.2082
4226,1,544641,424874,0.0046641610,0.9652,0.3093,24055,452643,2468,32927,3975,398,1990,26185,15477,364263,1832,21260,3289,293,1505,16955,143804, 84506,123772,123305,171470,75121,142248, 99809,121810,122568,177051,118208,172621,131654,169614,121435,179461,119374,182170,115439,145323, 95687,121810,122568,176183,121221,0,0,111141,158402,0.4123,0.4125,0.1,0.3,0,0.2088
4226,2,539584,425249,0.0046641610,0.9652,0.1621,21144,448675,2609,31665,4102,441,2384,28564,14431,363290,1949,21457,3377,349,1821,18575,135433, 93199,112340,132625,161294,83847,135222,105050,114151,131304,166548,126575,160549,140805,158930,129423,168857,127648,170766,124176,136073,103680,114151,131304,165130,129726,0,0,119465,148409,0.4460,0.4463,0.2,0.3,0,0.2088
4227,1,544462,432080,0.0043339713,0.9821,0.2895,21666,471712,1880,14602,3917,383,2439,27863,14724,381621,1364,10491,3190,302,1899,18489,141001, 96735,118683,137067,168786,86973,140734,109229,121508,137099,177755,135538,172227,149936,169652,139287,180534,136451,183363,132279,142302,107501,121508,137099,176707,138698,1,0,126059,157424,0.4447,0.4448,0.2,0.4,0,0.1586
4227,2,539763,418043,0.0043339713,0.9821,0.5263,23533,429606,3197,49990,4160,456,1935,26886,15184,345932,2417,32226,3476,340,1427,17041,138236, 80971,117429,118863,163978,71994,136736, 95630,114453,116773,165844,109245,160942,122523,158892,111571,167785,110571,169572,107336,139094, 91866,114453,116773,164607,112249,1,0,104547,149386,0.4117,0.4121,0.2,0.4,0,0.1586
4228,1,544566,418442,0.0045258134,0.9739,0.3504,21492,434068,2099,53890,3139,419,1899,27560,13417,347010,1490,34798,2561,300,1385,17481,153694, 69890,130794,106709,175881,62443,149629, 85195,129967,104154,187004, 95495,181641,108315,178930, 97984,189863, 96070,190136, 94040,152499, 81060,129967,104154,185515, 98380,1,0, 92029,166753,0.3556,0.3564,0.0,0.4,0,0.1503
4228,2,539659,431681,0.0045258134,0.9739,0.3121,23707,467250,2978,10702,4938,420,2475,27189,16491,380543,2291, 7919,4105,342,1941,18049,125544,107816,105318,149222,156883,96525,127841,119664,105995,149718,156595,149287,151528,164144,149614,152874,158455,150952,162799,145575,128897,118307,105995,149718,155798,152567,1,0,138578,140057,0.4973,0.4972,0.4,0.4,0,0.1503
4229,1,539944,428042,0.0040000922,0.9793,0.2860,20296,458919,1862,24794,3809,384,2327,27553,13847,372125,1352,17205,3105,302,1811,18295,139632, 97089,116544,137635,167053,87173,138417,110377,119422,136688,174057,133433,168090,147882,165801,137268,176568,134695,179127,130627,140412,108068,119422,136688,172728,136781,1,0,125286,154471,0.4478,0.4481,0.2,0.3,0,0.2069
4229,2,544281,422081,0.0040000922,0.9793,0.5431,24903,442399,3215,39798,4268,455,2047,27196,16061,355428,2429,25512,3561,340,1515,17235,139605, 80617,119568,118296,165711,71794,139053, 94482,116539,117184,169542,111350,165079,124577,162743,113590,171751,112327,173809,108988,140984, 91299,116539,117184,168585,114166,1,0,105320,152340,0.4088,0.4090,0.1,0.3,0,0.2069
4230,1,543649,430314,0.0028342826,0.9761,0.2358,20884,461833,1855,24756,3863,387,2337,27734,14195,373945,1348,17168,3159,305,1818,18376,139752, 97618,117149,137908,167286,87811,138930,110598,119825,137447,174648,134864,168834,149336,166494,138638,177266,136016,179918,131934,140780,108484,119825,137447,173432,138158,1,0,126217,155010,0.4488,0.4490,0.2,0.3,0,0.2067
4230,2,540576,419809,0.0028342826,0.9761,0.5075,24315,439485,3222,39836,4214,452,2037,27015,15713,353608,2433,25549,3507,337,1508,17154,139485, 80087,118962,118022,165478,71157,138540, 94261,116136,116425,168951,109919,164336,123123,162050,112220,171052,111006,173017,107681,140616, 90883,116136,116425,167881,112790,1,0,104389,151800,0.4075,0.4078,0.1,0.3,0,0.2067
4231,1,542765,417156,0.0012036247,0.9739,0.4897,23081,432300,3123,50590,3634,449,1925,27663,14528,345517,2338,32686,3007,342,1417,17321,144314, 78039,119976,119487,172417,67165,140175, 95967,118905,114433,173084,103240,167107,117409,164662,107227,174204,106081,176606,102003,144220, 90165,118905,114433,171133,107192,1,0,101104,155145,0.3946,0.3952,0.0,0.2,0,0.2549
4231,2,541460,432967,0.0012036247,0.9739,0.2388,22118,469018,1954,14002,4443,390,2449,27086,15380,382036,1443,10031,3659,300,1909,18209,134923, 99667,116136,136444,160347,91803,137295,108892,117056,139439,170515,141543,166062,155050,163882,143631,174114,140940,176329,137612,137176,109201,117056,139439,170180,143755,1,0,129502,151665,0.4606,0.4604,0.2,0.2,0,0.2549
4232,1,543960,427011,0.0034079642,0.9603,0.2531,20425,449507,2542,35538,4053,442,2395,29058,13883,362945,1893,23923,3326,354,1831,18856,141188, 89431,117734,129080,167420,79730,140707,101542,120080,127780,173764,122791,168276,136380,166608,125043,176107,123637,178104,120145,141763, 99945,120080,127780,172572,125599,1,0,115556,154998,0.4271,0.4274,0.2,0.4,0,0.1586
4232,2,540265,423112,0.0034079642,0.9603,0.2316,24774,451811,2535,29054,4024,397,1979,25691,16025,364608,1888,18794,3340,288,1495,16674,138049, 88274,118378,126850,165344,79238,136763,103317,115881,126093,169835,121992,164894,136079,161936,125815,172212,123384,174831,119470,139633, 99421,115881,126093,168742,125348,1,0,115051,151812,0.4311,0.4313,0.2,0.4,0,0.1586
4233,1,544330,418339,0.0040904794,0.9657,0.4551,22994,433788,3114,50621,3625,452,1931,27805,14448,346675,2329,32707,2999,347,1420,17414,145164, 78065,120619,119692,173270,67202,140925, 96106,119628,114539,174112,103132,168084,117345,165603,107149,175246,105976,177589,101939,144993, 90267,119628,114539,172127,107108,1,0,101114,156024,0.3932,0.3939,0.0,0.2,0,0.2552
4233,2,539895,431784,0.0040904794,0.9657,0.2123,22205,467530,1963,13971,4452,387,2443,26944,15460,380878,1452,10010,3667,295,1906,18116,134073, 99641,115493,136238,159494,91766,136545,108753,116333,139333,169487,141651,165085,155114,162941,143709,173073,141046,175347,137676,136402,109099,116333,139333,169186,143839,1,0,129493,150787,0.4620,0.4618,0.2,0.2,0,0.2552
4234,1,541988,421923,0.0002296571,0.9695,0.3619,24234,447006,2361,36961,3759,382,1924,25361,15626,359827,1732,23563,3121,276,1458,16320,142607, 83042,122459,121428,167696,75667,141188, 97962,119427,120892,174535,114660,169449,128661,166741,117989,176805,115908,178698,112604,143487, 94527,119427,120892,173245,117964,1,1,108880,155960,0.4111,0.4114,0.1,0.3,0,0.2081
4234,2,542237,428200,0.0002296571,0.9695,0.3364,20965,454312,2716,27631,4318,457,2450,29388,14282,367726,2049,19154,3545,366,1868,19210,136631, 94664,113653,134502,165068,83300,136282,106896,116534,132981,169064,130123,163720,143798,161803,132869,171514,131114,174237,127011,137909,104840,116534,132981,168068,132983,1,1,121726,150851,0.4466,0.4468,0.2,0.3,0,0.2081
4235,1,541853,416347,0.0004786829,0.9744,0.5337,22937,431565,3117,50597,3612,444,1911,27670,14407,344851,2332,32693,2987,339,1403,17335,144638, 77495,120168,119022,172706,66629,140350, 95575,119208,113801,173482,102250,167478,116408,165013,106272,174574,105136,176954,101066,144465, 89682,119208,113801,171500,106226,1,0,100365,155457,0.3923,0.3930,0.0,0.2,0,0.2548
4235,2,542372,433776,0.0004786829,0.9744,0.2632,22262,469753,1960,13995,4465,395,2463,27079,15501,382702,1449,10024,3679,303,1923,18195,134599,100211,115944,136908,160058,92338,137119,109284,116753,140072,170116,142533,165691,156051,163531,144586,173745,141885,175981,138549,136931,109685,116753,140072,169813,144721,1,0,130241,151353,0.4625,0.4623,0.2,0.2,0,0.2548
4236,1,541315,426617,0.0014710969,0.9625,0.2136,19780,451968,1837,33409,3804,380,2308,27829,13422,365824,1333,22546,3114,298,1789,18291,138208, 96804,115682,136828,165886,86564,136867,110450,117483,136678,170812,132442,164944,146772,162808,136107,173428,133681,175682,129795,139162,107661,117483,136678,169535,135760,1,0,124612,152180,0.4502,0.4504,0.2,0.2,0,0.2554
4236,2,542910,423506,0.0014710969,0.9625,0.2268,25419,449350,3240,31183,4273,459,2066,26920,16486,361729,2448,20171,3552,344,1537,17239,141029, 80902,120430,119102,166878,72404,140603, 94409,118478,117194,172787,112341,168225,125687,165735,114751,174891,113340,177253,109820,142234, 91706,118478,117194,171778,115188,1,0,105995,154631,0.4067,0.4070,0.0,0.2,0,0.2554
4237,1,543094,423219,0.0018105098,0.9750,0.3636,24293,447762,2405,37350,3787,384,1926,25187,15680,360733,1776,23934,3140,278,1449,16229,141338, 83575,120981,122149,166141,76374,139788, 98609,117777,121477,172212,115066,166921,129241,164362,118369,174442,116340,176160,113188,142061, 95178,117777,121477,170819,118440,1,0,109438,154012,0.4154,0.4157,0.2,0.4,0,0.1586
4237,2,541131,426904,0.0018105098,0.9750,0.3419,20906,453556,2672,27242,4290,455,2448,29562,14228,366820,2005,18783,3526,364,1877,19301,137900, 94131,115131,133781,166623,82593,137681,106250,118185,132396,171387,129717,166248,143218,164182,132489,173877,130682,176775,126427,139335,104188,118185,132396,170494,132507,1,0,121168,152799,0.4423,0.4425,0.2,0.4,0,0.1586
4238,1,542622,418898,0.0009398418,0.9565,0.2882,23662,441000,3175,41231,3698,438,1960,27458,14917,352810,2398,26780,3053,337,1436,17167,141101, 80652,116346,123131,169675,69831,136568, 99591,115034,118029,170289,105461,163418,120605,160646,110698,170881,109022,173598,104516,140921, 93302,115034,118029,167767,110061,1,0,104153,151755,0.4070,0.4078,0.2,0.4,0,0.1586
4238,2,541603,431225,0.0009398418,0.9565,0.1380,21537,460318,1902,23361,4379,401,2414,27291,14991,374743,1383,15937,3613,305,1890,18363,138137, 97054,119766,132799,163088,89137,140902,105268,120927,135844,173310,139322,169752,151854,167898,140159,177438,138000,179337,135098,140474,106065,120927,135844,173546,140887,1,0,126453,155055,0.4492,0.4488,0.2,0.4,0,0.1586
4239,1,543124,420843,0.0018658489,0.9826,0.5322,23754,432566,3208,50000,4182,461,1952,27001,15350,348431,2428,32236,3496,343,1443,17116,138768, 81722,117909,119790,164656,72706,137369, 96327,114915,117783,166557,110532,161671,123873,159612,112851,168518,111840,170363,108554,139675, 92637,114915,117783,165344,113530,1,0,105597,150033,0.4131,0.4134,0.2,0.4,0,0.1586
4239,2,541101,429280,0.0018658489,0.9826,0.2892,21445,468752,1869,14592,3895,378,2422,27748,14558,379122,1353,10481,3170,299,1883,18414,140469, 95984,118203,136140,168108,86262,140101,108532,121046,136089,177042,134251,171498,148586,168932,138007,179800,135181,182572,131061,141721,106730,121046,136089,175969,137417,1,0,125009,156777,0.4436,0.4438,0.2,0.4,0,0.1586
4240,1,542304,428434,0.0003532477,0.9608,0.2259,21404,454881,2651,27450,4186,455,2450,28827,14573,368311,1994,19053,3432,360,1882,18829,136805, 93574,113357,133572,163029,84155,136339,105720,115702,132022,169096,127841,162954,142253,161183,131024,171335,129014,173500,125356,137383,104255,115702,132022,167614,131098,1,0,120453,150330,0.4448,0.4451,0.2,0.3,0,0.2084
4240,2,541921,421689,0.0003532477,0.9608,0.4337,23795,446437,2426,37142,3891,384,1924,25922,15335,359242,1787,23664,3234,282,1444,16701,142432, 84131,122755,122358,169735,74813,141131, 99139,120259,121851,174503,116942,170215,130206,167361,119833,176983,118008,179435,114259,144013, 95112,120259,121851,173700,119850,1,0,110153,156480,0.4131,0.4133,0.1,0.3,0,0.2084
4241,1,540660,428363,0.0026793332,0.9576,0.1612,27213,457755,2706,19995,4586,484,2238,25683,18458,372192,1996,13054,3804,351,1724,16784,126493,102235,108254,140574,155994,91902,129630,113533,107860,142302,157666,142749,153200,156794,151269,144904,161492,142704,163680,139318,130092,112062,107860,142302,157461,145294,1,0,131701,141553,0.4820,0.4818,0.3,0.3,0,0.2057
4241,2,543565,421760,0.0026793332,0.9576,0.3647,17986,443563,2371,44597,3491,355,2136,29066,11450,355361,1785,29663,2862,291,1602,18746,152745, 75470,127858,115356,176770,67066,147840, 91325,128101,111570,185933,102034,179970,115665,177275,105954,186827,104318,189255,100297,151303, 87305,128101,111570,183852,105653,1,0, 98905,165257,0.3744,0.3752,0.0,0.3,0,0.2057
4242,1,540783,432283,0.0024524430,0.9701,0.2232,22194,466202,1953,16086,4466,397,2442,27043,15455,379953,1446,11368,3680,303,1911,18167,133313,100780,114943,137138,158660,92935,135878,109751,115583,140435,168290,143051,163892,156513,161772,145051,171938,142386,174133,139096,135699,110151,115583,140435,168005,145219,1,0,130713,149840,0.4659,0.4657,0.2,0.2,0,0.2551
4242,2,543442,417840,0.0024524430,0.9701,0.5101,23005,435116,3124,48506,3611,442,1932,27706,14453,347600,2335,31349,2986,339,1415,17363,145924, 76926,121169,118792,174104,66033,141591, 95107,120378,113437,175308,101732,169277,115946,166771,105807,176381,104635,178802,100519,145696, 89216,120378,113437,173308,105728,1,0, 99893,156970,0.3889,0.3896,0.0,0.2,0,0.2551
4243,1,541529,425576,0.0010763449,0.9587,0.2890,20306,447028,2587,35695,4022,443,2409,29039,13797,361402,1935,24078,3305,351,1845,18863,142057, 88065,118913,127152,167683,78719,141724, 99778,121115,125928,174477,121054,169250,134340,167559,123136,177107,121639,178920,118337,142595, 98428,121115,125928,173462,123702,1,0,113815,155880,0.4220,0.4223,0.2,0.4,0,0.1586
4243,2,542696,424547,0.0010763449,0.9587,0.2274,24893,454290,2490,28897,4055,396,1965,25710,16111,366151,1846,18639,3361,291,1481,16667,137180, 89641,117199,128778,165080,80249,135746,105081,114846,127944,169122,123729,163919,138119,160985,127722,171212,125382,174015,121278,138801,100939,114846,127944,167851,127246,1,0,116792,150930,0.4362,0.4365,0.2,0.4,0,0.1586
4244,1,542048,433684,0.0001189790,0.9679,0.1617,22271,469820,1950,13648,4476,398,2468,27017,15537,382896,1434, 9676,3696,306,1934,18205,133978,101694,115391,138380,159582,93651,136755,110479,116205,141798,168909,144903,164538,158422,162482,146751,172705,144084,174784,140877,136428,111051,116205,141798,168684,147007,1,0,132103,150533,0.4674,0.4671,0.2,0.2,0,0.2543
4244,2,542177,416439,0.0001189790,0.9679,0.3935,22928,431498,3127,50944,3601,441,1906,27732,14371,344657,2347,33041,2970,336,1392,17325,145259, 76012,120721,117550,173181,65317,140715, 94380,119756,112075,174689, 99880,168632,114037,166062,104107,175614,102938,178151, 98738,144968, 88316,119756,112075,172630,103940,1,0, 98503,156278,0.3866,0.3874,0.0,0.2,0,0.2543
4245,1,540752,426397,0.0025096267,0.9668,0.2425,20941,452149,2652,28817,4210,452,2446,29085,14270,365639,1990,19830,3446,361,1877,18984,138857, 90773,115413,130703,165948,80493,138366,102901,118319,129031,171609,125344,166092,139073,164278,128001,173987,126333,176438,122420,139647,101217,118319,129031,170481,128234,1,1,117507,152931,0.4345,0.4347,0.2,0.4,0,0.1586
4245,2,543473,423726,0.0025096267,0.9668,0.4249,24258,449169,2425,35775,3867,387,1928,25664,15638,361914,1791,22887,3220,281,1449,16546,140380, 86932,120699,125227,166816,78474,139104,101957,117642,124842,171989,119439,167077,133386,164265,122857,174332,120688,176498,117195,141749, 98150,117642,124842,170832,122713,1,1,113099,153880,0.4236,0.4239,0.2,0.4,0,0.1586
4246,1,542492,433184,0.0007000392,0.9657,0.2180,23357,469816,2948,10924,4929,429,2527,27562,16208,381927,2256, 8116,4087,346,1969,18275,127794,106376,107013,148227,159582,94609,129808,118534,107956,148225,159703,146730,154453,161663,152494,150347,161463,148405,165659,143069,131050,116937,107956,148225,158754,150044,2,0,136618,142593,0.4893,0.4892,0.3,0.3,0,0.2022
4246,2,541733,416939,0.0007000392,0.9657,0.3013,21842,431502,2129,53668,3148,410,1847,27187,13700,345626,1525,34601,2579,296,1357,17255,151443, 71329,129099,107703,173182,64358,147661, 86325,128005,105648,183896, 98053,178717,110796,176050,100511,186856, 98616,187276, 96546,150346, 82430,128005,105648,182559,100904,2,0, 93988,164218,0.3640,0.3647,0.0,0.3,0,0.2022
4247,1,542917,425106,0.0014840093,0.9538,0.2138,24696,454723,2481,28884,4032,404,1930,25767,16029,366752,1835,18644,3343,302,1457,16744,137238, 89814,117156,129100,165253,80389,136057,104936,114852,128283,169167,124050,164008,138470,161111,128030,171270,125723,174227,121509,138925,101062,114852,128283,167957,127556,2,0,117030,151033,0.4366,0.4368,0.2,0.4,0,0.1586
4247,2,541308,425017,0.0014840093,0.9538,0.2541,20503,446595,2596,35708,4045,435,2444,28982,13879,360801,1946,24073,3323,340,1869,18786,142000, 87892,118956,126830,167511,78579,141413, 99923,121110,125589,174432,120733,169161,133989,167433,122827,177049,121299,178708,118105,142470, 98305,121110,125589,173356,123391,2,0,113577,155777,0.4217,0.4219,0.2,0.4,0,0.1586
4248,1,540912,430612,0.0022144850,0.9581,0.1383,21729,459181,1911,23720,4453,414,2406,27098,15113,373749,1409,16291,3669,318,1875,18188,132278,100483,113609,136928,157551,92478,134465,109780,114230,139746,166245,141711,161668,155317,159824,143614,169818,141194,171776,138056,134476,109917,114230,139746,165866,143978,1,0,129931,148146,0.4672,0.4671,0.2,0.2,0,0.2558
4248,2,543313,419511,0.0022144850,0.9581,0.2897,23470,442137,3166,40872,3624,425,1968,27651,14795,353804,2372,26426,2997,324,1451,17342,146960, 77223,122503,119002,175212,66490,143005, 95079,121731,114127,177353,103072,171501,117142,168720,107244,178501,105827,181159,101559,146919, 89450,121731,114127,175447,106969,1,0,100676,158665,0.3882,0.3889,0.0,0.2,0,0.2558
4249,1,543001,422379,0.0016389587,0.9668,0.3499,24323,447405,2361,37171,3806,400,1934,25601,15673,359923,1730,23699,3156,294,1468,16436,142169, 83385,121929,121946,167438,75939,140612, 98505,118771,121397,173810,115135,168595,129323,165856,118594,176089,116471,177995,113135,143037, 94946,118771,121397,172469,118531,2,0,109382,155326,0.4132,0.4135,0.2,0.4,0,0.1586
4249,2,541224,427744,0.0016389587,0.9668,0.3350,20876,453913,2716,27421,4271,439,2440,29148,14235,367630,2051,19018,3510,348,1858,19094,137068, 94321,114183,133984,165326,83028,136858,106354,117190,132476,169789,129648,164574,143136,162688,132264,172229,130550,174941,126480,138359,104421,117190,132476,168844,132416,2,0,121224,151484,0.4445,0.4447,0.2,0.4,0,0.1586
4250,1,540439,420974,0.0030869976,0.9755,0.3520,25199,443989,3192,34666,4242,456,2093,26602,16332,357461,2398,22355,3519,341,1571,16997,141792, 79973,122027,117307,167676,71325,141580, 93270,119295,116067,172707,111098,168343,124168,166017,113244,174956,111936,177129,108558,143268, 90471,119295,116067,171830,113800,1,0,104694,155152,0.4029,0.4031,0.0,0.2,0,0.2553
4250,2,543786,429149,0.0030869976,0.9755,0.3307,20000,457329,1885,29926,3835,383,2281,28147,13576,370092,1383,20362,3147,301,1755,18533,137445, 97733,114085,138623,165088,87642,135890,111589,116667,137806,170892,133685,164826,148291,162527,137614,173363,135086,175806,131057,138128,108896,116667,137806,169483,137147,1,0,125912,151659,0.4536,0.4539,0.2,0.2,0,0.2553
