draw,district,total_pop,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_rep_tru,pre_16_dem_cli,uss_16_rep_cra,uss_16_dem_stu,gov_18_rep_lit,gov_18_dem_jor,atg_18_rep_was,atg_18_dem_bis,sos_18_rep_den,sos_18_dem_hum,pre_20_rep_tru,pre_20_dem_bid,uss_20_rep_ris,uss_20_dem_jor,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
202,2,922011,713865,0.002673038,0.9888,0.2448, 68570,766234, 9038, 9134,17189,1621,4814,45411, 45037,608133,5826, 6824,13714,1201,3569,29561,209510,121536,228016,117953,192379,146790,204707,129448,196142,141001,286145,184875,281643,181853,218763,119745,197744,139080,283894,183364,1,1,146208,228362,0.3903,0.3902,0,0,0,0.1884
203,1,919044,711545,0.000553530,0.9888,0.2527, 66868,765266, 9059, 9066,17155,1616,4793,45221, 44039,607001,5840, 6772,13691,1198,3579,29425,208655,121472,227111,117884,191597,146883,203948,129481,195340,141074,285220,184984,280685,182033,217884,119679,196963,139146,282952,183509,1,1,146259,227507,0.3913,0.3912,0,0,0,0.1884
203,2,920062,664855,0.000553530,0.9888,0.3114,172539,685257, 5726, 9837, 8881,1785,3450,32587,107661,514465,4106, 7163, 7317,1244,2348,20551,200399, 68294,221905, 70364,170063, 84199,180842, 73801,175314, 80962,268898,102036,257760,103830,211152, 69329,175407, 79654,263330,102934,1,1, 83355,210740,0.2834,0.2849,0,0,0,0.1884
204,1,918539,663179,0.001102710,0.9844,0.3059,173002,683201, 5719, 9811, 8895,1785,3449,32677,107967,512445,4105, 7138, 7324,1244,2345,20611,199311, 67865,220772, 69986,169280, 83747,180018, 73366,174499, 80519,267882,101347,256718,103249,210041, 68925,174600, 79211,262301,102299,1,0, 82868,209783,0.2832,0.2846,0,0,0,0.1884
204,2,920567,713221,0.001102710,0.9844,0.1922, 66405,767322, 9066, 9092,17141,1616,4794,45131, 43733,609021,5841, 6797,13684,1198,3582,29365,209744,121901,228244,118262,192380,147335,204772,129916,196154,141517,286236,185673,281726,182614,218994,120082,197770,139590,283981,184144,1,0,146746,228464,0.3911,0.3909,0,0,0,0.1884
205,1,917376,711177,0.002367455,0.9880,0.2447, 68267,762371, 8931, 9113,17115,1616,4814,45149, 44924,605799,5757, 6804,13654,1197,3582,29460,208912,121443,227402,117861,191567,146509,203818,129271,195314,140763,284463,184308,279921,181313,218157,119653,196901,138848,282192,182811,1,1,145924,227342,0.3909,0.3908,0,0,0,0.1884
205,2,921730,665223,0.002367455,0.9880,0.3241,171140,688152, 5854, 9790, 8921,1785,3429,32659,106776,515667,4189, 7131, 7354,1245,2345,20516,200142, 68323,221614, 70388,170093, 84573,180971, 74012,175339, 81273,269655,102712,258524,104551,210878, 69355,175469, 79953,264090,103632,1,1, 83690,210906,0.2841,0.2855,0,0,0,0.1884
206,1,921479,712945,0.002094496,0.9876,0.2392, 67688,766619, 9138, 9068,17239,1657,4795,45275, 44504,607814,5876, 6768,13760,1217,3578,29428,208489,121669,227067,118083,191413,147229,203801,129723,195158,141364,285181,185565,280686,182561,217778,119876,196792,139438,282933,184063,1,1,146599,227399,0.3920,0.3918,0,0,0,0.1884
206,2,917627,663455,0.002094496,0.9876,0.3006,171719,683904, 5647, 9835, 8797,1744,3448,32533,107196,513652,4070, 7167, 7248,1225,2349,20548,200566, 68097,221949, 70165,170246, 83853,180988, 73560,175496, 80672,268937,101455,257759,103303,211257, 69131,175578, 79362,263348,102379,1,1, 83015,210849,0.2825,0.2839,0,0,0,0.1884
207,1,917951,704831,0.001742151,0.9709,0.2465,106377,733329, 7210, 9140,11380,1625,4918,43972, 67701,582341,4735, 6788, 9407,1169,3657,29033,209988,108205,226028,106132,187807,129819,198938,114795,192027,124645,283291,160225,276389,158640,218009,107169,192925,123086,279840,159433,1,3,128923,224923,0.3643,0.3648,0,0,0,0.1884
207,2,921155,671569,0.001742151,0.9709,0.3451,133030,717194, 7575, 9763,14656,1776,3325,33836, 83999,539125,5211, 7147,11601,1273,2270,20943,199066, 81561,222988, 82117,173853,101263,185851, 88487,178627, 97391,270827,126795,262055,127223,211027, 81839,179445, 95715,266442,127010,1,3,100691,213324,0.3207,0.3213,0,0,0,0.1884
208,1,916089,662017,0.003767048,0.9880,0.3255,170356,683585, 5811, 9766, 8956,1800,3436,32379,106326,513068,4161, 7115, 7365,1257,2355,20370,199328, 68474,221015, 70532,169835, 84687,180620, 74199,175011, 81436,268298,102858,257338,104536,210171, 69503,175157, 80107,262818,103698,1,1, 83817,210207,0.2851,0.2864,0,0,0,0.1884
208,2,923017,714383,0.003767048,0.9880,0.2461, 69051,766938, 8974, 9137,17080,1601,4807,45429, 45374,608398,5785, 6820,13643,1185,3572,29606,209726,121292,228001,117716,191825,146395,204170,129084,195642,140600,285820,184162,281106,181327,218864,119505,197213,138693,283463,182745,1,1,145797,228041,0.3900,0.3899,0,0,0,0.1884
209,1,920291,664948,0.000802564,0.9880,0.2999,172154,685879, 5722, 9817, 8885,1785,3454,32595,107435,514784,4104, 7150, 7314,1244,2361,20556,200772, 68266,222255, 70355,170415, 84185,181194, 73787,175675, 80937,269429,101969,258254,103774,211513, 69310,175762, 79636,263842,102872,1,1, 83325,211142,0.2830,0.2844,0,0,0,0.1884
209,2,918815,711452,0.000802564,0.9880,0.2359, 67253,764644, 9063, 9086,17151,1616,4789,45213, 44265,606682,5842, 6785,13694,1198,3566,29420,208282,121500,226761,117893,191245,146897,203595,129496,194979,141099,284689,185051,280191,182089,217522,119697,196608,139164,282440,183570,1,1,146290,227105,0.3918,0.3916,0,0,0,0.1884
210,1,923459,715214,0.004247716,0.9884,0.2446, 68718,767590, 8985, 9132,17189,1622,4812,45411, 45174,609324,5783, 6818,13718,1205,3570,29622,210294,121616,228699,118058,193085,146908,205414,129581,196849,141133,287091,184994,282519,182021,219496,119837,198451,139207,284805,183508,1,1,146331,229135,0.3897,0.3896,0,0,0,0.1884
210,2,915647,661186,0.004247716,0.9884,0.3235,170689,682933, 5800, 9771, 8847,1779,3431,32397,106526,512142,4163, 7117, 7290,1237,2357,20354,198761, 68150,220317, 70190,168575, 84174,179375, 73702,173805, 80903,267027,102026,255926,103842,209539, 69170,173920, 79593,261477,102934,1,1, 83284,209112,0.2848,0.2863,0,0,0,0.1884
211,1,920282,698941,0.000792776,0.9797,0.2559,105440,739028, 5746, 9055,10742,1527,4723,44021, 66264,580166,3808, 6702, 8846,1107,3428,28620,216897,102030,232625,100142,194287,122513,205102,107996,198475,117437,293802,152958,286894,151156,224761,101087,199289,115981,290348,152057,1,2,122033,232582,0.3441,0.3445,0,0,0,0.1884
211,2,918824,677459,0.000792776,0.9797,0.3575,133967,711495, 9039, 9848,15294,1874,3520,33787, 85436,541300,6138, 7233,12162,1335,2499,21356,192158, 87736,216391, 88106,167373,108569,179687, 95287,172179,104599,260316,134062,251551,134707,204274, 87921,173081,102819,255934,134385,1,2,107581,205665,0.3434,0.3442,0,0,0,0.1884
212,1,917000,662500,0.002776349,0.9888,0.3257,170256,684638, 5768, 9774, 8895,1791,3454,32424,106270,513640,4139, 7125, 7320,1250,2359,20397,199549, 68288,221177, 70343,170063, 84456,180827, 73998,175262, 81198,269134,102575,258135,104277,210363, 69315,175385, 79884,263635,103427,1,1, 83591,210593,0.2841,0.2855,0,0,0,0.1884
212,2,922106,713900,0.002776349,0.9888,0.2463, 69151,765885, 9017, 9129,17141,1610,4789,45384, 45430,607826,5807, 6810,13688,1192,3568,29579,209505,121478,227839,117906,191597,146626,203963,129285,195392,140838,284984,184445,280309,181586,218672,119692,196985,138916,282647,183016,1,1,146024,227655,0.3908,0.3906,0,0,0,0.1884
213,1,918948,675639,0.000657928,0.9761,0.3454,134791,710041, 9452, 9907,15206,1917,3399,34235, 85707,538971,6363, 7281,12116,1374,2363,21464,194396, 86523,218895, 87420,169232,107899,181730, 94484,174305,103690,260983,133218,252305,133805,206646, 86971,175091,102025,256645,133513,1,3,106720,207407,0.3397,0.3403,0,0,0,0.1884
213,2,920158,700761,0.000657928,0.9761,0.2488,104616,740482, 5333, 8996,10830,1484,4844,43573, 65993,582495,3583, 6654, 8892,1068,3564,28512,214658,103243,230121,100828,192428,123183,203060,108799,196348,118346,293135,153802,286139,152058,222390,102036,197279,116775,289637,152930,1,3,122894,230840,0.3474,0.3480,0,0,0,0.1884
214,1,920579,685779,0.001115760,0.9817,0.4063,131632,714482, 9784, 9652,15386,1906,3626,34111, 84412,549546,6548, 7115,12302,1384,2596,21876,188201,100871,213632,101202,164717,123131,177921,108637,169385,119142,250696,150823,242591,150939,200916,101037,170676,116971,246644,150882,1,3,122107,201021,0.3779,0.3785,0,0,0,0.1884
214,2,918527,690621,0.001115760,0.9817,0.2026,107775,736041, 5001, 9251,10650,1495,4617,43697, 67288,571920,3398, 6820, 8706,1058,3331,28100,220854, 88895,235384, 87046,196943,107951,206868, 94645,201268,102894,303422,136197,295854,134924,228120, 87971,201694,101830,299638,135560,1,3,107507,237226,0.3119,0.3123,0,0,0,0.1884
215,1,916102,694858,0.003752910,0.9717,0.2133,104052,736061, 5893, 8854,11248,1491,4796,43707, 65661,576625,3902, 6551, 9236,1071,3515,28297,212888,103091,229592,100407,191485,123000,202330,108224,195496,117924,290107,154316,283900,152077,221240,101750,196438,116383,287003,153197,1,3,122720,229399,0.3485,0.3489,0,0,0,0.1884
215,2,923004,681542,0.003752910,0.9717,0.3403,135355,714462, 8892,10049,14788,1910,3447,34101, 86039,544841,6044, 7384,11772,1371,2412,21679,196167, 86675,219424, 87841,170175,108081,182460, 95059,175157,104112,264011,132704,254544,133786,207795, 87258,175932,102418,259278,133246,1,3,106894,208849,0.3385,0.3393,0,0,0,0.1884
216,1,921240,693984,0.001834587,0.9737,0.1912,112843,730427, 6502, 9740,11291,1760,4689,43988, 70941,569026,4496, 7245, 9291,1246,3378,28361,217078, 86806,230867, 85322,190043,105570,199965, 92565,194749,100348,294519,131308,285857,130966,223973, 86065,194920, 99494,290188,131137,1,2,104698,230438,0.3124,0.3131,0,0,0,0.1884
216,2,917866,682416,0.001834587,0.9737,0.3115,126564,720096, 8283, 9163,14745,1641,3554,33820, 80759,552440,5450, 6690,11717,1196,2549,21615,191976,102960,218149,102926,171617,125512,184825,110717,175904,121688,259599,155712,252587,154897,205063,102943,177450,119306,256094,155305,1,2,124916,207809,0.3754,0.3758,0,0,0,0.1884
217,1,923841,715466,0.004663135,0.9884,0.2441, 68852,767779, 8982, 9136,17167,1619,4835,45471, 45270,609469,5788, 6817,13697,1198,3591,29636,210190,121700,228670,118132,192938,147006,205269,129657,196716,141200,286794,185043,282205,182066,219430,119917,198309,139288,284500,183555,1,1,146401,228968,0.3900,0.3899,0,0,0,0.1884
217,2,915265,660934,0.004663135,0.9884,0.3231,170555,682744, 5803, 9767, 8869,1782,3408,32337,106430,511997,4158, 7118, 7311,1244,2336,20340,198864, 68066,220346, 70116,168722, 84076,179521, 73626,173938, 80836,267324,101977,256239,103797,209605, 69091,174061, 79513,261782,102887,1,1, 83213,209279,0.2845,0.2859,0,0,0,0.1884
218,1,921342,681088,0.001945510,0.9757,0.3388,133023,715204, 8940, 9575,14967,1930,3596,34107, 84902,545495,6157, 7009,11971,1387,2573,21594,189717, 92991,214491, 93442,165657,114214,178290,100530,170345,110347,256508,140974,248079,141293,202104, 93217,171432,108364,252295,141134,1,3,113399,203299,0.3581,0.3588,0,0,0,0.1884
218,2,917764,695312,0.001945510,0.9757,0.1897,106384,735319, 5845, 9328,11069,1471,4647,43701, 66798,575971,3789, 6926, 9037,1055,3354,28382,219337, 96775,234525, 94806,196003,116868,206500,102753,200309,111689,297610,146046,290365,144570,226932, 95791,200938,110436,293987,145308,1,3,116215,234949,0.3309,0.3313,0,0,0,0.1884
219,1,922382,713584,0.003076495,0.9872,0.2441, 68964,766457, 8937, 9140,17025,1605,4793,45461, 45234,607815,5771, 6826,13584,1184,3563,29607,209386,121178,227687,117672,191985,146382,204267,129148,195750,140647,286050,184141,281339,181290,218537,119425,197335,138726,283695,182715,1,1,145780,228065,0.3899,0.3898,0,0,0,0.1884
219,2,916724,662816,0.003076495,0.9872,0.3230,170443,684066, 5848, 9763, 9011,1796,3450,32347,106466,513651,4175, 7109, 7424,1258,2364,20369,199668, 68588,221329, 70577,169675, 84700,180522, 74135,174903, 81389,268068,102879,257106,104573,210498, 69582,175035, 80075,262587,103727,1,1, 83834,210182,0.2851,0.2865,0,0,0,0.1884
220,1,917627,663455,0.002094496,0.9876,0.3006,171719,683904, 5647, 9835, 8797,1744,3448,32533,107196,513652,4070, 7167, 7248,1225,2349,20548,200566, 68097,221949, 70165,170246, 83853,180988, 73560,175496, 80672,268937,101455,257759,103303,211257, 69131,175578, 79362,263348,102379,1,1, 83015,210849,0.2825,0.2839,0,0,0,0.1884
220,2,921479,712945,0.002094496,0.9876,0.2392, 67688,766619, 9138, 9068,17239,1657,4795,45275, 44504,607814,5876, 6768,13760,1217,3578,29428,208489,121669,227067,118083,191413,147229,203801,129723,195158,141364,285181,185565,280686,182561,217778,119876,196792,139438,282933,184063,1,1,146599,227399,0.3920,0.3918,0,0,0,0.1884
221,1,915130,689162,0.004809946,0.9837,0.2183, 82698,764512, 3805,14023, 8174,1235,4019,36664, 52439,589364,2882,10073, 6882, 922,2899,23701,225015, 85587,249389, 86533,194877,100899,202888, 92120,198464, 98529,309377,124730,300164,123516,237202, 86060,198744, 97183,304771,124124,1,1,101702,240025,0.2976,0.2996,0,0,0,0.1884
221,2,923976,687238,0.004809946,0.9837,0.4180,156709,686011,10980, 4880,17862,2166,4224,41144, 99261,532102,7064, 3862,14126,1520,3028,26275,184040,104179,199627,101716,166783,130183,181902,111163,172190,123507,244741,162290,238280,162347,191833,102948,173626,121618,241511,162318,1,1,127912,198223,0.3922,0.3912,0,0,0,0.1884
222,1,919270,711488,0.000307758,0.9876,0.2418, 66787,765568, 9055, 9078,17156,1612,4798,45216, 43949,607044,5836, 6786,13687,1194,3592,29400,208769,121421,227201,117848,191723,146813,204047,129436,195464,141006,285324,184894,280783,181951,217985,119635,197079,139085,283054,183423,1,0,146196,227615,0.3911,0.3909,0,0,0,0.1884
222,2,919836,664912,0.000307758,0.9876,0.2994,172620,684955, 5730, 9825, 8880,1789,3445,32592,107751,514422,4110, 7149, 7321,1248,2335,20576,200285, 68345,221815, 70401,169937, 84269,180743, 73847,175190, 81030,268794,102126,257662,103912,211050, 69373,175291, 79715,263228,103020,1,0, 83419,210632,0.2837,0.2851,0,0,0,0.1884
223,1,923281,681036,0.004054144,0.9677,0.3473,132926,716350, 9155, 9525,15434,1904,3555,34432, 84815,545116,6220, 6970,12296,1374,2528,21717,188605, 92475,213735, 92841,164909,114237,177691,100191,169594,110175,256538,141541,248133,141975,201170, 92658,170732,108201,252336,141758,1,2,113348,202744,0.3586,0.3593,0,0,0,0.1884
223,2,915825,695364,0.004054144,0.9677,0.1566,106481,734173, 5630, 9378,10602,1497,4688,43376, 66885,576350,3726, 6965, 8712,1068,3399,28259,220449, 97291,235281, 95407,196751,116845,207099,103092,201059,111861,297580,145479,290312,143888,227866, 96350,201638,110599,293946,144684,1,2,116266,235503,0.3305,0.3310,0,0,0,0.1884
224,1,922801,668726,0.003532151,0.9837,0.3360,171328,687838, 6057, 9995, 9703,1839,3447,32594,107359,517544,4399, 7338, 7918,1295,2363,20510,199037, 69461,220750, 71413,169456, 86060,180375, 75380,174668, 82748,267219,104358,256286,106009,209893, 70437,174834, 81396,261753,105184,1,1, 85061,209685,0.2886,0.2899,0,0,0,0.1884
224,2,916305,707674,0.003532151,0.9837,0.2474, 68079,762685, 8728, 8908,16333,1562,4796,45214, 44341,603922,5547, 6597,13090,1147,3564,29466,210017,120305,228266,116835,192204,145022,204415,127903,195986,139288,286899,182662,282158,179854,219142,118571,197536,137404,284529,181258,1,1,144553,228563,0.3874,0.3873,0,0,0,0.1884
225,1,921088,713062,0.001669289,0.9880,0.2529, 67201,766811, 9061, 9083,17175,1623,4808,45326, 44241,608191,5842, 6789,13709,1201,3589,29500,209161,121561,227627,117978,192047,146993,204399,129587,195793,141183,285895,185132,281321,182200,218394,119770,197414,139254,283608,183666,1,1,146377,228034,0.3910,0.3908,0,0,0,0.1884
225,2,918018,663338,0.001669289,0.9880,0.3114,172206,683712, 5724, 9820, 8861,1778,3435,32482,107459,513275,4104, 7146, 7299,1241,2338,20476,199894, 68205,221389, 70271,169613, 84089,180391, 73696,174861, 80853,268223,101888,257124,103663,210641, 69238,174956, 79546,262674,102776,1,1, 83238,210214,0.2837,0.2851,0,0,0,0.1884
226,1,917574,684667,0.002152133,0.9737,0.2336,111669,726979,10025, 7026,17357,1908,4126,38484, 71364,558793,6657, 5297,13857,1377,2983,24339,188077,104231,211030,102451,174032,130578,187971,112781,178173,125150,260836,165240,255993,163452,199553,103341,180059,122837,258415,164347,1,2,129126,208015,0.3830,0.3825,0,0,0,0.1884
226,2,921532,691733,0.002152133,0.9737,0.1516,127738,723544, 4760,11877, 8679,1493,4117,39324, 80336,562673,3289, 8638, 7151,1065,2944,25637,220978, 85535,237986, 85797,187628,100504,196819, 90502,192481, 96886,293282,121780,282452,122411,229482, 85666,192311, 95964,287867,122095,1,2,100488,230232,0.3038,0.3055,0,0,0,0.1884
227,1,921399,701274,0.002007497,0.9721,0.2448,104389,740892, 6022, 9080,10492,1491,4911,44122, 66068,582311,3998, 6738, 8706,1067,3610,28776,213506,104644,229306,102385,191840,125316,202582,110656,195825,120323,291669,155845,284929,154091,221406,103515,196750,118765,288299,154968,1,3,124752,229950,0.3517,0.3523,0,0,0,0.1884
227,2,917707,675126,0.002007497,0.9721,0.3407,135018,709631, 8763, 9823,15544,1910,3332,33686, 85632,539155,5948, 7197,12302,1375,2317,21200,195548, 85122,219710, 85863,169820,105766,182208, 92627,174828,101713,262449,131175,253515,131772,207629, 85492,175621,100036,257983,131474,1,3,104863,208298,0.3349,0.3354,0,0,0,0.1884
228,1,921350,679439,0.001954210,0.9745,0.3520,130803,719453, 8007, 9821,14135,1684,3620,33827, 83349,546934,5443, 7196,11263,1203,2560,21491,193918, 92949,217946, 93342,170116,113173,182415, 99762,174494,109536,263189,139751,254639,140038,205932, 93146,175676,107491,258915,139896,1,2,112651,208103,0.3512,0.3520,0,0,0,0.1884
228,2,917756,696961,0.001954210,0.9745,0.2204,108604,731070, 6778, 9082,11901,1717,4623,43981, 68351,574532,4503, 6739, 9745,1239,3367,28485,215136, 96817,231070, 94906,191544,117909,202374,103521,196160,112500,290929,147269,283806,145825,223103, 95862,196694,111310,287367,146547,1,2,116964,230144,0.3370,0.3373,0,0,0,0.1884
229,1,920825,666248,0.001383281,0.9833,0.3547,170196,688349, 5746, 9803, 8857,1789,3519,32566,106302,517167,4125, 7148, 7302,1247,2407,20550,201800, 68847,223093, 70984,171670, 85045,182589, 74464,176965, 81717,271169,103144,260064,104875,212446, 69915,177076, 80409,265617,104010,1,0, 84154,212479,0.2837,0.2851,0,0,0,0.1884
229,2,918281,710152,0.001383281,0.9833,0.2444, 69211,762174, 9039, 9100,17179,1612,4724,45242, 45398,604299,5821, 6787,13706,1195,3520,29426,207254,120919,225923,117265,189990,146037,202200,128819,193689,140319,282949,183876,278381,180988,216589,119093,195294,138392,280665,182432,1,0,145461,225769,0.3918,0.3917,0,0,0,0.1884
230,1,919756,664044,0.000220759,0.9892,0.3236,171142,686305, 5822, 9790, 8897,1787,3436,32577,106776,514542,4176, 7134, 7335,1244,2359,20478,199812, 68389,221320, 70433,169436, 84527,180282, 74001,174687, 81239,268499,102445,257328,104317,210566, 69411,174803, 79923,262914,103381,1,0, 83621,210195,0.2846,0.2860,0,0,0,0.1884
230,2,919350,712356,0.000220759,0.9892,0.2445, 68265,764218, 8963, 9113,17139,1614,4807,45231, 44924,606924,5770, 6801,13673,1198,3568,29498,209242,121377,227696,117815,192224,146555,204508,129282,195967,140797,285619,184575,281116,181546,218469,119597,197567,138878,283368,183061,1,0,145993,228052,0.3903,0.3902,0,0,0,0.1884
231,1,921254,713144,0.001849812,0.9868,0.2413, 69221,765016, 9035, 9152,17089,1606,4797,45338, 45441,607076,5824, 6835,13639,1192,3572,29565,209198,121464,227628,117974,191079,146759,203446,129401,194920,140916,283995,184300,279144,181571,218413,119719,196483,139025,281570,182936,1,2,146055,227058,0.3915,0.3913,0,0,0,0.1884
231,2,917852,663256,0.001849812,0.9868,0.3200,170186,685507, 5750, 9751, 8947,1795,3446,32470,106259,514390,4122, 7100, 7369,1250,2355,20411,199856, 68302,221388, 70275,170581, 84323,181344, 73881,175733, 81120,270123,102720,259300,104292,210622, 69288,175887, 79775,264712,103507,1,2, 83559,211190,0.2835,0.2849,0,0,0,0.1884
232,1,921003,665886,0.001576853,0.9876,0.3232,170927,687451, 5912, 9778, 9083,1822,3470,32560,106757,516161,4215, 7116, 7482,1276,2377,20502,200437, 68970,222066, 70996,170446, 85205,181347, 74592,175684, 81887,269349,103577,258368,105266,211252, 69982,175827, 80561,263859,104422,1,1, 84356,211100,0.2855,0.2869,0,0,0,0.1884
232,2,918103,710514,0.001576853,0.9876,0.2442, 68480,763072, 8873, 9125,16953,1579,4773,45248, 44943,605305,5731, 6819,13526,1166,3550,29474,208617,120796,226950,117253,191214,145877,203443,128691,194970,140149,284769,183443,280077,180597,217783,119025,196543,138239,282423,182020,1,1,145258,227147,0.3901,0.3899,0,0,0,0.1884
