draw,district,total_pop,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_16_dem_sch,uss_16_rep_car,uss_18_dem_hir,uss_18_rep_cur,gov_18_dem_ige,gov_18_rep_tup,pre_20_dem_bid,pre_20_rep_tru,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
1569,2,726240,589854,0.0019178558,0.9681,0.07161,64580,193097, 5747,1508,240123,74966,3090,143129,44026,173890, 5148,1293,210812,53052,2502, 99131,156495,65946,175087,48854,162716,56623,144564,66960,215284, 98034,57390,165788,61786,153638, 98034,215284,1,1,170830,67285,0.7174,0.7196,1,2,0,-0.1179
1570,1,727958,582299,0.0004432164,0.9481,0.22341,67449,139533,13036, 881,284582,76227,2537,143713,46294,122665,10919, 767,246448,54302,2038, 98866,125646,63523,143972,46698,125459,56088,110724,65698,170845, 95707,55108,134807,60887,118090, 95707,170845,1,1,135330,65545,0.6737,0.6758,1,2,0,-0.1179
1570,2,727313,573606,0.0004432164,0.9481,0.06732,71474,174832, 8841,1440,246976,72827,2746,148177,46813,152959, 7140,1233,211820,50916,2186,100539,141250,65323,162636,45949,150857,55943,134210,66029,195283,101157,55624,151941,60977,142532,101157,195283,1,1,156847,66879,0.7011,0.7044,1,2,0,-0.1179
1571,1,729411,567753,0.0024400953,0.9657,0.31517,73293,108966,16386, 827,306097,77131,2032,144679,48567, 91677,13154, 717,260261,54124,1572, 97681,109103,61393,129579,42377,111766,53369, 98676,62718,148158, 97560,51879,119340,58034,105220, 97560,148158,1,1,119456,63482,0.6530,0.6569,1,2,0,-0.1179
1571,2,725860,588152,0.0024400953,0.9657,0.07015,65630,205399, 5491,1494,225461,71923,3251,147211,44540,183947, 4905,1283,198007,51094,2652,101724,157793,67454,177030,50270,164550,58662,146257,69009,217970, 99304,58853,167407,63830,155402, 99304,217970,1,1,172721,68942,0.7147,0.7166,1,2,0,-0.1179
1572,1,730928,579637,0.0045249304,0.9577,0.29844,70114,121834,14558, 821,303138,69838,2250,148375,47110,106153,11956, 715,260998,50109,1773,100823,122276,66048,142532,47398,124864,58651,111269,67700,169486,101765,56719,132403,63168,118065,101765,169486,1,1,134085,68312,0.6625,0.6653,1,2,0,-0.1179
1572,2,724343,576268,0.0045249304,0.9577,0.06966,68809,192531, 7319,1500,228420,79216,3033,143515,45997,169471, 6103,1285,197270,55109,2451, 98582,144620,62798,164077,45249,151452,53381,133665,64027,196643, 95100,54014,154344,58696,142557, 95100,196643,1,1,158092,64112,0.7115,0.7141,1,2,0,-0.1179
1573,1,726328,565847,0.0017969162,0.9633,0.28492,71206,104675,15834, 808,309824,76972,1950,145059,46979, 88436,12678, 700,263528,54015,1510, 98001,108863,61091,129203,42117,111773,53173, 98677,62531,148690, 97698,51599,119033,57843,105223, 97698,148690,1,1,119441,63321,0.6535,0.6576,1,2,0,-0.1179
1573,2,728943,590058,0.0017969162,0.9633,0.06915,67717,209690, 6043,1513,221734,72082,3333,146831,46128,187188, 5381,1300,194740,51203,2714,101404,158033,67755,177405,50530,164543,58859,146256,69196,217438, 99166,59134,167714,64021,155399, 99166,217438,1,1,172736,69103,0.7143,0.7161,1,2,0,-0.1179
1574,1,725130,580224,0.0034433449,0.9537,0.19894,64331,136080,12856, 845,295690,71269,2404,141655,43728,118731,10662, 739,255943,50730,1904, 97787,127707,63459,146175,46380,128455,56588,114497,65409,175716, 96064,54917,136939,60992,121475, 96064,175716,1,0,138511,65580,0.6787,0.6809,1,2,0,-0.1179
1574,2,730141,575681,0.0034433449,0.9537,0.06902,74592,178285, 9021,1476,235868,77785,2879,150235,49379,156893, 7397,1261,202325,54488,2320,101618,139189,65388,160434,46267,147861,55444,130436,66317,190412,100800,55816,149808,60872,139147,100800,190412,1,0,153666,66844,0.6969,0.7001,1,2,0,-0.1179
1575,1,725746,573975,0.0025967672,0.9513,0.29657,70859,132372,14117, 824,285480,68628,2409,151057,47461,114867,11608, 718,245703,49383,1900,102335,124583,68057,145491,49140,127116,60765,113021,70107,171924,103746,58595,135036,65430,120066,103746,171924,1,1,136427,70362,0.6597,0.6623,1,2,0,-0.1179
1575,2,729525,581930,0.0025967672,0.9513,0.06947,68064,181993, 7760,1497,246078,80426,2874,140833,45646,160757, 6451,1282,212565,55835,2324, 97070,142313,60789,161118,43507,149200,51267,131912,61619,194204, 93119,52138,151712,56435,140556, 93119,194204,1,1,155750,62062,0.7151,0.7180,1,2,0,-0.1179
1576,1,725589,574681,0.0028125346,0.9537,0.27028,71359,124616,15036, 814,296765,69127,2364,145508,48146,108026,12359, 710,255381,49557,1860, 98642,122843,65819,142956,47385,123941,57880,110544,66774,167711,100184,56599,132898,62320,117241,100184,167711,1,1,133599,67608,0.6640,0.6667,1,2,0,-0.1179
1576,2,729682,581224,0.0028125346,0.9537,0.06858,67564,189749, 6841,1507,234793,79927,2919,146382,44961,167598, 5700,1290,202887,55661,2364,100763,144053,63027,163653,45262,152375,54151,134389,64953,198417, 96680,54134,153849,59545,143381, 96680,198417,1,1,158578,64816,0.7099,0.7127,1,2,0,-0.1179
1577,1,728391,572744,0.0010382946,0.9537,0.35458,74240,131506,14593, 818,279653,69959,2332,155290,49513,112655,11958, 709,240404,50369,1837,105299,118939,66980,140283,48006,122218,59936,108356,69250,165080,102553,57487,129609,64585,115287,102553,165080,1,1,130975,69344,0.6538,0.6565,1,2,0,-0.1179
1577,2,726880,583161,0.0010382946,0.9537,0.07114,64683,182859, 7284,1503,251905,79095,2951,136600,43594,162969, 6101,1291,217864,54849,2387, 94106,147957,61867,166325,44641,154098,52096,136577,62477,201048, 94311,53246,157138,57279,145335, 94311,201048,1,1,161202,63080,0.7187,0.7215,1,2,0,-0.1179
1578,1,726190,563714,0.0019865716,0.9625,0.33036,71538,109534,15524, 778,301106,76419,1995,149296,46961, 92429,12374, 674,255408,53917,1550,100401,112880,64229,134236,44821,115600,56194,102192,65753,153208,100710,54520,123556,60966,108894,100710,153208,1,1,123623,66340,0.6508,0.6544,1,2,0,-0.1179
1578,2,729081,592191,0.0019865716,0.9625,0.07034,67385,204831, 6353,1543,230452,72635,3288,142594,46146,183195, 5685,1326,202860,51301,2674, 99004,154016,64617,172373,47826,160716,55838,142742,65974,212920, 96154,56213,163191,60899,151728, 96154,212920,1,1,168554,66084,0.7184,0.7204,1,2,0,-0.1179
1579,1,729983,566123,0.0032262032,0.9601,0.35911,74911,121818,16224, 829,287056,76942,2205,149998,49448,102219,12984, 726,243831,54059,1738,101118,109238,62511,130166,43509,112512,55044, 99143,64540,149402, 98851,53006,119700,59783,105826, 98851,149402,1,1,120092,64890,0.6492,0.6529,1,2,0,-0.1179
1579,2,725288,589782,0.0032262032,0.9601,0.07119,64012,192547, 5653,1492,244502,72112,3078,141892,43659,173405, 5075,1274,214437,51159,2486, 98287,157658,66336,176443,49138,163804,56987,145791,67187,216726, 98013,57727,167047,62081,154796, 98013,216726,1,1,172085,67534,0.7182,0.7202,1,2,0,-0.1179
1580,1,726262,576511,0.0018876209,0.9489,0.26137,71013,125616,14764, 814,298277,68250,2368,145160,48068,109281,12186, 710,257080,49068,1870, 98248,123611,65779,143449,47528,124747,57889,111182,66871,169423,100056,56650,133529,62373,117963,100056,169423,1,1,134482,67624,0.6654,0.6680,1,2,0,-0.1179
1580,2,729009,579394,0.0018876209,0.9489,0.06832,67910,188749, 7113,1507,233281,80804,2915,146730,45039,166343, 5873,1290,201188,56150,2354,101157,143285,63067,163160,45119,151568,54142,133752,64855,196705, 96808,54083,153219,59491,142659, 96808,196705,1,1,157695,64800,0.7088,0.7116,1,2,0,-0.1179
1581,1,726325,565239,0.0018010391,0.9593,0.31334,69967,107775,15762, 786,308977,76917,1988,144153,46081, 91078,12617, 680,262218,54003,1537, 97025,111598,63065,132019,44184,114565,55322,101347,64642,153063,100177,53619,121806,59974,107954,100177,153063,1,1,122518,65477,0.6517,0.6555,1,2,0,-0.1179
1581,2,728946,590666,0.0018010391,0.9593,0.06989,68956,206590, 6115,1535,222581,72137,3295,147737,47026,184546, 5442,1320,196050,51215,2687,102380,155298,65782,174590,48463,161751,56709,143586,67085,213065, 96687,57114,164941,61890,152668, 96687,213065,1,1,169659,66948,0.7171,0.7190,1,2,0,-0.1179
1582,1,730676,587624,0.0041786032,0.9561,0.24217,62310,133804,11377, 879,296981,77439,2412,145474,42624,117422, 9530, 765,258704,55249,1925,101405,130350,64392,149122,47258,130886,57391,116588,66445,177878, 95212,55823,139735,61913,123736, 95212,177878,1,0,140965,66140,0.6806,0.6824,1,2,0,-0.1179
1582,2,724595,568281,0.0041786032,0.9561,0.06863,76613,180561,10500,1442,234577,71615,2871,146416,50483,158202, 8529,1235,199564,49969,2299, 98000,136546,64454,157487,45389,145430,54640,128345,65281,188250,101652,54909,147012,59951,136886,101652,188250,1,0,151212,66284,0.6952,0.6989,1,2,0,-0.1179
1583,1,728464,566167,0.0011386195,0.9577,0.35689,74517,127798,15476, 797,281355,72562,2268,153691,49143,107795,12407, 688,239490,51606,1770,103268,116539,66766,138451,47354,119642,59186,105996,68636,159627,102240,57055,127492,63904,112818,102240,159627,1,1,128051,68835,0.6504,0.6533,1,2,0,-0.1179
1583,2,726807,589738,0.0011386195,0.9577,0.07106,64406,186567, 6401,1524,250203,76492,3015,138199,43964,167829, 5652,1312,218778,53612,2454, 96137,150357,62080,168158,45293,156674,52846,138937,63090,206501, 94624,53678,159255,57960,147804, 94624,206501,1,1,164126,63589,0.7208,0.7234,1,2,0,-0.1179
1584,1,730436,580250,0.0038487677,0.9521,0.24666,71062,139326,14228, 863,286191,68982,2583,147201,48127,121087,11758, 755,246934,49727,2044, 99818,125827,66256,145414,48513,126628,58955,112513,68045,172440, 99876,57383,135619,63493,119569, 99876,172440,1,1,136564,68329,0.6665,0.6687,1,2,0,-0.1179
1584,2,724835,575655,0.0038487677,0.9521,0.06800,67861,175039, 7649,1458,245367,80072,2700,144689,44980,154537, 6301,1245,211334,55491,2180, 99587,141069,62591,161194,44134,149688,53077,132421,63682,193689, 96989,53350,151129,58371,141053, 96989,193689,1,1,155613,64095,0.7083,0.7115,1,2,0,-0.1179
1585,1,725394,562868,0.0030805259,0.9657,0.35674,73472,114908,16049, 799,294115,75042,2072,148937,48463, 96638,12818, 692,249683,52938,1601,100035,113314,64604,134783,45228,116047,56600,102775,66011,154105,100361,54911,124046,61298,109410,100361,154105,1,1,124204,66560,0.6511,0.6545,1,2,0,-0.1179
1585,2,729877,593037,0.0030805259,0.9657,0.07105,65451,199457, 5828,1522,237443,74012,3211,142953,44644,178986, 5241,1308,208585,52280,2623, 99370,153582,64242,171826,47419,160269,55431,142159,65715,212024, 96503,55822,162701,60566,151212, 96503,212024,1,1,167973,65864,0.7183,0.7206,1,2,0,-0.1179
1586,1,726366,564952,0.0017446922,0.9688,0.42119,75156,129813,16029, 815,278166,70081,2280,154026,49559,109299,12823, 708,236925,50090,1784,103764,116106,66708,137938,47328,119299,59172,105780,68501,159384,102078,57012,127020,63829,112538,102078,159384,1,1,127701,68756,0.6500,0.6529,1,2,0,-0.1179
1586,2,728905,590953,0.0017446922,0.9688,0.07260,63767,184552, 5848,1506,253392,78973,3003,137864,43548,166325, 5236,1292,221343,55128,2440, 95641,150790,62138,168671,45319,157016,52860,139153,63226,206744, 94786,53720,159727,58036,148084, 94786,206744,1,1,164476,63668,0.7209,0.7236,1,2,0,-0.1179
1587,1,729529,567527,0.0026022645,0.9633,0.38771,74594,126821,15471, 805,280343,74753,2240,154502,49372,107468,12406, 696,238966,52945,1761,103913,117113,67173,139224,47625,120226,59473,106584,68922,160370,102502,57394,128167,64191,113403,102502,160370,1,1,128703,69139,0.6505,0.6534,1,2,0,-0.1179
1587,2,725742,588378,0.0026022645,0.9633,0.07191,64329,187544, 6406,1516,251215,74301,3043,137388,43735,168156, 5653,1304,219302,52273,2463, 95492,149783,61674,167385,45022,156090,52558,138349,62805,205758, 94362,53339,158581,57674,147219, 94362,205758,1,1,163474,63285,0.7209,0.7236,1,2,0,-0.1179
1588,1,727178,566903,0.0006287489,0.9577,0.36667,74642,128910,15253, 797,279365,71234,2254,154723,49374,109279,12307, 693,238456,50889,1766,104139,117729,67443,139889,47848,120871,59791,107288,69185,161236,102601,57640,128808,64481,114078,102601,161236,1,1,129403,69373,0.6510,0.6538,1,2,0,-0.1179
1588,2,728093,589002,0.0006287489,0.9577,0.07116,64281,185455, 6624,1524,252193,77820,3029,137167,43733,166345, 5752,1307,219812,54329,2458, 95266,149167,61403,166720,44799,155445,52240,137645,62541,204892, 94263,53093,157940,57384,146544, 94263,204892,1,1,162775,63051,0.7208,0.7235,1,2,0,-0.1179
1589,1,726632,565503,0.0013791246,0.9529,0.29589,69783,107088,15681, 783,310413,76789,2013,144082,45909, 90427,12536, 674,263529,53941,1543, 96944,113627,63803,134321,44688,116014,55800,102767,65128,154282,100481,54240,123973,60456,109389,100481,154282,1,1,124203,65979,0.6531,0.6567,1,2,0,-0.1179
1589,2,728639,590402,0.0013791246,0.9529,0.06925,69140,207277, 6196,1538,221145,72265,3270,147808,47198,185197, 5523,1326,194739,51277,2681,102461,153269,65043,172287,47959,160301,56232,142166,66598,211847, 96383,56492,162774,61408,151233, 96383,211847,1,1,167974,66446,0.7166,0.7186,1,2,0,-0.1179
1590,1,728050,574640,0.0005696533,0.9545,0.35080,73577,132698,13755, 806,279217,69457,2434,156106,49375,115198,11350, 699,240163,50148,1930,105777,126159,69049,147888,49719,128691,61560,114320,71257,172697,103956,59381,137022,66402,121504,103956,172697,1,1,137951,71108,0.6599,0.6623,1,2,0,-0.1179
1590,2,727221,581265,0.0005696533,0.9545,0.07118,65346,181667, 8122,1515,252341,79597,2849,135784,43732,160426, 6709,1301,218105,55070,2294, 93628,140737,59797,158721,42928,147625,50471,130613,60470,193431, 92908,51351,149725,55462,139118, 92908,193431,1,1,154226,61316,0.7155,0.7186,1,2,0,-0.1179
1591,1,730961,568335,0.0045702828,0.9577,0.35287,74955,122853,16234, 832,289981,74318,2211,149577,49572,103209,12997, 724,246976,52370,1729,100758,111970,63557,133251,44357,115255,55961,101905,65355,153220, 99342,53953,122609,60649,108579, 99342,153220,1,1,123120,65713,0.6520,0.6554,1,2,0,-0.1179
1591,2,724310,587570,0.0045702828,0.9577,0.07115,63968,191512, 5643,1489,241577,74736,3072,142313,43535,172415, 5062,1276,211292,52848,2495, 98647,154926,65289,173358,48290,161061,56071,143028,66372,212909, 97522,56780,164138,61215,152043, 97522,212909,1,1,169057,66711,0.7170,0.7193,1,2,0,-0.1179
1592,1,724266,567539,0.0046307526,0.9593,0.35913,73807,132302,14238, 798,274236,69566,2370,156949,48975,113167,11578, 685,235246,50014,1872,106002,123057,67898,144927,48727,125880,60530,111950,69968,167918,101951,58307,133990,65243,118914,101951,167918,1,1,134746,69814,0.6587,0.6611,1,2,0,-0.1179
1592,2,731005,588366,0.0046307526,0.9593,0.07109,65116,182063, 7639,1523,257322,79488,2913,134941,44132,162457, 6481,1315,223022,55204,2352, 93403,143839,60948,161682,43920,150436,51501,132983,61759,198210, 94913,52425,152757,56622,141708, 94913,198210,1,1,157431,62610,0.7155,0.7186,1,2,0,-0.1179
1593,1,730823,583824,0.0043806274,0.9425,0.21925,70430,140641,13430, 893,283479,71307,2571,148072,48039,123464,11193, 778,245799,51244,2060,101247,127456,66294,146824,48597,127605,58726,112974,68120,174227, 99603,57443,137138,63418,120288, 99603,174227,1,2,137817,68270,0.6687,0.6708,1,2,0,-0.1179
1593,2,724448,572081,0.0043806274,0.9425,0.06743,68493,173724, 8447,1428,248079,77747,2712,143818,45068,152160, 6866,1222,212469,53974,2164, 98158,139440,62552,159785,44050,148711,53305,131959,63607,191901, 97261,53290,149609,58447,140334, 97261,191901,1,2,154360,64154,0.7064,0.7098,1,2,0,-0.1179
1594,1,729572,567339,0.0026613600,0.9696,0.43733,75596,130432,16156, 825,277479,72138,2307,154639,49863,109859,12927, 718,236561,51391,1804,104216,117235,67191,139159,47639,120384,59555,106695,68981,160763,103113,57409,128195,64260,113538,103113,160763,1,1,128847,69294,0.6503,0.6533,1,2,0,-0.1179
1594,2,725699,588566,0.0026613600,0.9696,0.07294,63327,183933, 5721,1496,254079,76916,2976,137251,43244,165765, 5132,1282,221707,53827,2420, 95189,149661,61656,167450,45008,155932,52476,138238,62746,205366, 93751,53323,158552,57604,147083, 93751,205366,1,1,163330,63130,0.7212,0.7238,1,2,0,-0.1179
1595,1,728449,573934,0.0011180048,0.9489,0.31384,73599,137095,14165, 848,277316,69638,2485,153303,49294,118360,11611, 741,238540,49914,1962,103512,123468,67837,144562,48940,125708,60319,111594,69759,169555,102554,58386,134013,65033,118649,102554,169555,1,1,134978,69881,0.6589,0.6613,1,2,0,-0.1179
1595,2,726822,581971,0.0011180048,0.9489,0.07008,65324,177270, 7712,1473,254242,79416,2798,138587,43813,157264, 6448,1259,219728,55304,2262, 95893,143428,61009,162047,43707,150608,51712,133339,61968,196573, 94310,52347,152734,56832,141973, 94310,196573,1,1,157199,62543,0.7154,0.7184,1,2,0,-0.1179
1596,1,725408,589908,0.0030612855,0.9449,0.21501,58958,140937,12178, 844,310310,63847,2402,135932,41174,122969,10207, 735,271577,45830,1918, 95498,139078,67158,158726,49221,138308,59157,125975,66017,187673, 96532,58186,148901,62581,132141, 96532,187673,1,0,149953,67616,0.6892,0.6909,1,2,0,-0.1179
1596,2,729863,565997,0.0030612855,0.9449,0.06741,79965,173428, 9699,1477,221248,85207,2881,155958,51933,152655, 7852,1265,186691,59388,2306,103907,127818,61688,147882,43426,138008,52875,118958,65710,178455,100332,52546,137846,59283,128481,100332,178455,1,0,142224,64808,0.6870,0.6910,1,2,0,-0.1179
1597,1,727699,564558,0.0000872690,0.9720,0.37788,74277,120637,16173, 813,290118,75244,2190,148247,49034,101175,12945, 707,246159,52881,1716, 99941,110196,62724,131232,43632,113389,55255,100046,64691,150532, 99113,53174,120713,59964,106716, 99113,150532,1,1,121079,65082,0.6504,0.6541,1,2,0,-0.1179
1597,2,727572,591347,0.0000872690,0.9720,0.07185,64646,193728, 5704,1508,241440,73810,3093,143643,44073,174449, 5114,1293,212109,52337,2508, 99464,156700,66122,175377,49015,162927,56777,144887,67036,215597, 97751,57559,166035,61901,153905, 97751,215597,1,1,171098,67342,0.7176,0.7196,1,2,0,-0.1179
1598,1,727672,564631,0.0000501625,0.9633,0.34758,73179,114261,16094, 796,298736,75267,2067,147272,48280, 96092,12861, 692,253354,52879,1601, 98872,112468,64218,133708,44926,115108,56252,101836,65648,152882,100408,54567,123086,60942,108471,100408,152882,1,1,123201,66289,0.6502,0.6537,1,2,0,-0.1179
1598,2,727599,591274,0.0000501625,0.9633,0.07084,65744,200104, 5783,1525,232822,73787,3216,144618,44827,179532, 5198,1308,204914,52339,2623,100533,154428,64628,172901,47721,161207,55780,143097,66079,213246, 96456,56166,163661,60923,152151, 96456,213246,1,1,168977,66135,0.7187,0.7209,1,2,0,-0.1179
1599,1,727265,576445,0.0005091835,0.9329,0.26791,72853,122040,14142, 852,292700,71012,2290,151376,49184,106658,11721, 746,252215,51227,1793,102901,124479,67932,145677,48638,126335,59895,112236,69386,169837,102928,58280,135078,64633,119284,102928,169837,1,1,135713,69756,0.6605,0.6631,1,2,0,-0.1179
1599,2,728006,579460,0.0005091835,0.9329,0.06857,66070,192325, 7735,1469,238858,78042,2993,140514,43923,168966, 6338,1254,206053,53991,2431, 96504,142417,60915,160931,44009,149981,52137,132697,62341,196292, 93936,52452,151670,57232,141338, 93936,196292,1,1,156464,62668,0.7140,0.7169,1,2,0,-0.1179
1600,1,730882,566255,0.0044617119,0.9641,0.39076,75046,121041,16194, 822,285975,79402,2195,150207,49531,101433,12958, 719,242582,55894,1723,101415,109518,62612,130505,43564,113060,55240, 99297,65063,149953, 99592,53083,120010,60143,106177, 99592,149953,1,1,120467,65213,0.6488,0.6526,1,2,0,-0.1179
1600,2,724389,589650,0.0044617119,0.9641,0.07207,63877,193324, 5683,1499,245583,69652,3088,141683,43576,174191, 5101,1281,215686,49324,2501, 97990,157378,66235,176104,49083,163256,56791,145636,66664,216175, 97272,57649,166737,61722,154445, 97272,216175,1,1,171710,67211,0.7187,0.7207,1,2,0,-0.1179
1601,1,725858,562991,0.0024428440,0.9633,0.32916,71581,109494,15584, 794,299612,78007,1996,148790,46976, 92368,12425, 687,254146,54804,1543,100042,111678,63757,132783,44520,114381,55781,101030,65288,151748,100229,54132,122229,60527,107703,100229,151748,1,1,122324,65913,0.6498,0.6535,1,2,0,-0.1179
1601,2,729413,592914,0.0024428440,0.9633,0.07030,67342,204871, 6293,1527,231946,71047,3287,143100,46131,183256, 5634,1313,204122,50414,2681, 99363,155218,65090,173825,48127,161935,56250,143903,66438,214380, 96635,56600,164518,61337,152919, 96635,214380,1,1,169853,66511,0.7186,0.7207,1,2,0,-0.1179
1602,1,724405,562503,0.0044397229,0.9673,0.39451,74686,128846,15742, 814,276287,72414,2257,153359,49207,108469,12578, 707,235157,51422,1768,103195,115710,66345,137473,47049,118788,58823,105173,68261,158442,101751,56691,126589,63535,111979,101751,158442,1,1,127117,68444,0.6500,0.6530,1,2,0,-0.1179
