draw,district,total_pop,total_vap,plan_dev,comp_edge,comp_polsby,pop_hisp,pop_white,pop_black,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_hisp,vap_white,vap_black,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_16_dem_cli,pre_16_rep_tru,uss_18_dem_whi,uss_18_rep_fla,gov_18_dem_rai,gov_18_rep_fun,atg_18_dem_ner,sos_18_dem_gor,sos_18_rep_cor,pre_20_dem_bid,pre_20_rep_tru,uss_20_dem_ree,uss_20_rep_wat,arv_16,adv_16,arv_18,adv_18,arv_20,adv_20,county_splits,muni_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
4710,1,549596,439795,0.0016521184,0.9281,0.2321,140499,303891,42712,1731,21701,160,8366,30536, 98642,262506,32284,1351,17926,128,6183,20775,130172, 63377,113923,49762, 98818,49610,126542,118923,40805,150100, 70839,156599, 56470, 63377,130172,46726,114551, 63655,153349,3,2,127868, 55143,0.6987,0.6989,1.0000,2.000,0,-0.25606
4710,2,547783,447799,0.0016521184,0.9281,0.2282, 41602,450159,12674,1782,16666,160,3026,21714, 27346,379929, 9640,1348,13486,127,2270,13653,122353,117164,117554,94658, 99304,90323,147809,128353,78488,157385,129083,171975,108385,117164,122353,87823,123255,118734,164680,3,2,134962,103017,0.5671,0.5620,1.0000,2.000,0,-0.25606
4711,1,549534,452202,0.0015391219,0.9645,0.3217, 34378,463180,11034,1838,14904,152,2602,21446, 23251,391533, 8773,1413,11686,125,1914,13507,132429,117101,127481,96653,107641,93229,157855,138403,80111,171165,127834,185432,108622,117101,132429,89997,132845,118229,178297,1,2,145773,103926,0.5838,0.5786,1.0000,2.000,0,-0.25606
4711,2,547845,435392,0.0015391219,0.9645,0.4433,147723,290870,44352,1675,23463,168,8790,30804,102737,250902,33151,1286,19726,130,6539,20921,120096, 63441,103996,47767, 90481,46704,116495,108873,39182,136321, 72088,143142, 56232, 63441,120096,44552,104961, 64161,139732,1,2,117058, 54235,0.6834,0.6844,1.0000,2.000,0,-0.25606
4712,1,549742,436335,0.0019182069,0.9610,0.3842,147228,294128,43625,1662,23867,165,8683,30384,102172,253333,32484,1267,19945,125,6444,20565,118341, 66860,102431,50529, 88262,50557,116546,107536,41675,134439, 75774,142039, 59018, 66860,118341,47587,103693, 67397,138239,1,3,115656, 57401,0.6683,0.6685,1.0000,2.000,0,-0.25606
4712,2,547637,451259,0.0019182069,0.9610,0.3000, 34873,459922,11761,1851,14500,155,2709,21866, 23816,389102, 9440,1432,11467,130,2009,13863,134184,113682,129047,93892,109860,89376,157805,139740,77618,173047,124148,186535,105837,113682,134184,86961,134113,114993,179790,1,3,147174,100760,0.5936,0.5891,1.0000,2.000,0,-0.25606
4713,1,551103,453500,0.0043986626,0.9654,0.3247, 34424,464609,11041,1838,14916,152,2621,21502, 23272,392739, 8780,1413,11694,125,1932,13545,132890,117497,127953,97015,108047,93539,158462,138947,80385,171765,128266,186097,108974,117497,132890,90312,133352,118620,178930,1,2,146309,104280,0.5839,0.5787,1.0000,2.000,0,-0.25606
4713,2,546276,434094,0.0043986626,0.9654,0.4558,147677,289441,44345,1675,23451,168,8771,30748,102716,249696,33144,1286,19718,130,6521,20883,119636, 63045,103524,47406, 90075,46394,115888,108329,38907,135721, 71656,142476, 55881, 63045,119636,44236,104454, 63770,139099,1,2,116521, 53881,0.6838,0.6849,1.0000,2.000,0,-0.25606
4714,1,551413,438235,0.0049636452,0.9619,0.4244,141528,304087,42658,1627,21942,168,8674,30729, 98190,261144,31755,1230,18512,128,6455,20821,118364, 68672,102905,51883, 89161,50361,116795,108315,42657,135222, 78248,142559, 61808, 68672,118364,48301,104294, 70029,138891,1,2,116189, 58938,0.6635,0.6642,1.0000,2.000,0,-0.25606
4714,2,545966,449359,0.0049636452,0.9619,0.3614, 40573,449963,12728,1886,16425,152,2718,21521, 27798,381291,10169,1469,12900,127,1998,13607,134161,111869,128572,92537,108961,89572,157555,138961,76636,172263,121674,186014,103047,111869,134161,86248,133512,112361,179138,1,2,146642, 99223,0.5964,0.5916,1.0000,2.000,0,-0.25606
4715,1,547669,448728,0.0018598861,0.9264,0.2512, 72950,399472,23764,2140,18674,183,5029,25457, 51171,340967,18440,1667,15607,151,3798,16927,141212, 86485,130509,71557,116073,65267,150324,138157,58608,173730, 94685,182184, 80103, 86485,141212,65144,133765, 87394,177957,2,4,147456, 76117,0.6595,0.6584,1.0000,2.000,0,-0.25606
4715,2,549710,438866,0.0018598861,0.9264,0.4675,109151,354578,31622,1373,19693,137,6363,26793, 74817,301468,23484,1032,15805,104,4655,17501,111314, 94057,100968,72864, 82049,74666,124027,109119,60685,133756,105237,146389, 84752, 94057,111314,69405,104040, 94996,140072,2,4,115375, 82044,0.5844,0.5803,1.0000,2.000,0,-0.25606
4716,1,551413,438235,0.0049636452,0.9619,0.4244,141528,304087,42658,1627,21942,168,8674,30729, 98190,261144,31755,1230,18512,128,6455,20821,118364, 68672,102905,51883, 89161,50361,116795,108315,42657,135222, 78248,142559, 61808, 68672,118364,48301,104294, 70029,138891,1,2,116189, 58938,0.6635,0.6642,1.0000,2.000,0,-0.25606
4716,2,545966,449359,0.0049636452,0.9619,0.3614, 40573,449963,12728,1886,16425,152,2718,21521, 27798,381291,10169,1469,12900,127,1998,13607,134161,111869,128572,92537,108961,89572,157555,138961,76636,172263,121674,186014,103047,111869,134161,86248,133512,112361,179138,1,2,146642, 99223,0.5964,0.5916,1.0000,2.000,0,-0.25606
4717,1,548304,436470,0.0007025832,0.9177,0.2550,119413,353105,28054,1943,19087,135,4575,21992, 82183,298966,20816,1454,15469,103,3274,14205,114555, 93974,104113,73371, 87533,72166,125703,111725,61280,136704,106359,148319, 86789, 93974,114555,68938,107267, 96575,142512,3,3,118378, 82324,0.5898,0.5872,1.0000,2.000,0,-0.25606
4717,2,549075,451124,0.0007025832,0.9177,0.3987, 62688,400945,27332,1570,19280,185,6817,30258, 43805,343469,21108,1245,15943,152,5179,20223,137970, 86568,127364,71049,110589,67767,148648,135551,58013,170782, 93563,180255, 78066, 86568,137970,65610,130539, 85815,175517,3,3,144452, 75837,0.6557,0.6534,1.0000,2.000,0,-0.25606
4718,1,547336,433491,0.0024667868,0.9299,0.1802,144155,297379,43121,1652,21370,164,8662,30833,100176,254583,32206,1271,17757,128,6433,20937,119287, 65522,103675,50099, 89757,49000,116027,108595,41450,136280, 75332,142493, 60352, 65522,119287,46850,104513, 67843,139387,2,2,116588, 56959,0.6718,0.6728,1.0000,2.000,0,-0.25606
4718,2,550043,454103,0.0024667868,0.9299,0.2221, 37946,456671,12265,1861,16997,156,2730,21417, 25812,387852, 9718,1428,13655,127,2020,13491,133238,115020,127802,94321,108366,90933,158323,138681,77843,171205,124590,186081,104503,115020,133238,87698,133293,114547,178642,2,2,146243,101202,0.5910,0.5859,1.0000,2.000,0,-0.25606
4719,1,546626,440475,0.0037607791,0.9247,0.2425,109219,356309,31022,2034,21890,143,4147,21862, 75736,303835,23299,1531,18526,108,3048,14392,117664, 88897,106955,69455, 91869,66710,126595,114208,57767,139883,100176,150232, 82343, 88897,117664,64644,109906, 91261,145058,3,1,121058, 77559,0.6095,0.6080,1.0000,2.000,0,-0.25606
4719,2,550753,447119,0.0037607791,0.9247,0.3839, 72882,397741,24364,1479,16477,177,7245,30388, 50252,338600,18625,1168,12886,147,5405,20036,134862, 91645,124523,74965,106253,73223,147755,133068,61526,167602, 99746,178342, 82512, 91645,134862,69905,127900, 91129,172971,3,1,141773, 80602,0.6375,0.6343,1.0000,2.000,0,-0.25606
4720,1,548515,435833,0.0003180305,0.9455,0.2600,141422,300430,42788,1610,22695,161,8688,30721, 98196,258194,31843,1221,19011,123,6469,20776,121818, 65944,105762,50082, 92716,48076,119455,111055,40956,139106, 74378,146055, 58378, 65944,121818,46372,107247, 66379,142581,2,1,119424, 56302,0.6796,0.6804,1.0000,2.000,0,-0.25606
4720,2,548864,451761,0.0003180305,0.9455,0.2630, 40679,453620,12598,1903,15672,159,2704,21529, 27792,384241,10081,1478,12401,132,1984,13652,130707,114598,125715,94339,105406,91857,154896,136221,78337,168380,125544,182518,106477,114598,130707,88177,130559,116011,175448,2,1,143407,101859,0.5847,0.5796,1.0000,2.000,0,-0.25606
4721,1,546854,436313,0.0033452435,0.9325,0.4592,127046,324540,37681,1521,24463,149,5975,25479, 88138,277010,28129,1157,20390,114,4408,16967,118138, 81077,105098,62910, 88805,63447,123202,111650,52367,136602, 91719,146438, 73897, 81077,118138,59575,107188, 82810,141520,2,2,118562, 70903,0.6258,0.6242,1.0000,2.000,0,-0.25606
4721,2,550525,451281,0.0033452435,0.9325,0.2648, 55055,429510,17705,1992,13904,171,5417,26771, 37850,365425,13795,1542,11022,141,4045,17461,134388, 99465,126379,81510,109317,76486,151148,135627,66926,170884,108203,182136, 90958, 99465,134388,74974,130618, 99580,176509,2,2,144269, 87258,0.6231,0.6200,1.0000,2.000,0,-0.25606
4722,1,548058,442384,0.0011509242,0.8961,0.1989, 80466,398217,23729,1877,17611,135,3777,22246, 54855,336954,17715,1410,14387,101,2767,14195,116401,102960,108884,81118, 91694,77942,133851,118090,67270,145092,114318,157989, 94780,102960,116401,75443,113130,104551,151540,3,4,124572, 89732,0.5813,0.5776,1.0000,2.000,0,-0.25606
4722,2,549321,445210,0.0011509242,0.8961,0.2405,101635,355833,31657,1636,20756,185,7615,30004, 71133,305481,24209,1289,17025,154,5686,20233,136124, 77582,122594,63302,106428,61990,140500,129186,52022,162393, 85604,170585, 70074, 77582,136124,59105,124676, 77839,166489,3,4,138259, 68429,0.6689,0.6675,1.0000,2.000,0,-0.25606
4723,1,547782,434610,0.0016539409,0.9584,0.4082,145153,294659,43635,1672,22833,168,8762,30900,100918,252984,32618,1284,19204,131,6518,20953,119588, 63778,103809,48594, 90051,47398,116035,108708,39994,136294, 73128,142531, 58074, 63778,119588,45329,104650, 65602,139413,1,2,116716, 55161,0.6791,0.6801,1.0000,2.000,0,-0.25606
4723,2,549597,452984,0.0016539409,0.9584,0.3703, 36948,459391,11751,1841,15534,152,2630,21350, 25070,389451, 9306,1415,12208,124,1935,13475,132937,116764,127668,95826,108071,92535,158316,138568,79298,171192,126794,186043,106781,116764,132937,89219,133156,116788,178616,1,2,146114,103000,0.5865,0.5814,1.0000,2.000,0,-0.25606
4724,1,547672,447110,0.0018544186,0.9255,0.1146, 65097,402940,23144,1685,16442,192,7395,30777, 44587,343745,17581,1264,13761,149,5578,20445,131992, 86239,121519,69403,108564,62657,140905,128965,56993,163078, 95122,171063, 79323, 86239,131992,63018,124988, 87223,167070,2,2,138012, 74956,0.6480,0.6473,1.0000,2.000,0,-0.25606
4724,2,549707,440484,0.0018544186,0.9255,0.2781,117004,351110,32242,1828,21925,128,3997,21473, 81401,298690,24343,1435,17651,106,2875,13983,120533, 94303,109958,75017, 89558,77275,133445,118311,62299,144408,104800,157511, 85532, 94303,120533,71530,112818, 95167,150959,2,2,124818, 83205,0.6000,0.5958,1.0000,2.000,0,-0.25606
4725,1,550458,437262,0.0032231344,0.9610,0.4246,148836,291538,44626,1689,23901,168,8801,30899,103444,251466,33357,1298,20053,130,6542,20972,120480, 63599,104286,47821, 90596,46980,116781,109098,39295,136700, 72287,143555, 56376, 63599,120480,44699,105190, 64332,140128,1,2,117356, 54392,0.6833,0.6843,1.0000,2.000,0,-0.25606
4725,2,546921,450332,0.0032231344,0.9610,0.3169, 33265,462512,10760,1824,14466,152,2591,21351, 22544,390969, 8567,1401,11359,125,1911,13456,132045,116943,127191,96599,107526,92953,157569,138178,79998,170786,127635,185019,108479,116943,132045,89849,132616,118057,177902,1,2,145474,103768,0.5837,0.5785,1.0000,2.000,0,-0.25606
4726,1,551131,438205,0.0044496933,0.9481,0.4294,139765,308872,40342,1511,24747,162,7497,28235, 97024,264921,30059,1131,20533,124,5505,18908,116459, 75054,102046,57774, 85848,59516,119063,107932,48006,133898, 84518,142736, 66985, 75054,116459,55099,103721, 75753,138317,2,3,115426, 65308,0.6386,0.6372,1.0000,2.000,0,-0.25606
4726,2,546248,449389,0.0044496933,0.9481,0.3055, 42336,445178,15044,2002,13620,158,3895,24015, 28964,377514,11865,1568,10879,131,2948,15520,136067,105488,129431,86647,112274,80417,155288,139344,71287,173587,115404,185838, 97870,105488,136067,79450,134084,106637,179712,2,3,147404, 92853,0.6135,0.6104,1.0000,2.000,0,-0.25606
4727,1,551413,438235,0.0049636452,0.9619,0.4244,141528,304087,42658,1627,21942,168,8674,30729, 98190,261144,31755,1230,18512,128,6455,20821,118364, 68672,102905,51883, 89161,50361,116795,108315,42657,135222, 78248,142559, 61808, 68672,118364,48301,104294, 70029,138891,1,2,116189, 58938,0.6635,0.6642,1.0000,2.000,0,-0.25606
4727,2,545966,449359,0.0049636452,0.9619,0.3614, 40573,449963,12728,1886,16425,152,2718,21521, 27798,381291,10169,1469,12900,127,1998,13607,134161,111869,128572,92537,108961,89572,157555,138961,76636,172263,121674,186014,103047,111869,134161,86248,133512,112361,179138,1,2,146642, 99223,0.5964,0.5916,1.0000,2.000,0,-0.25606
4728,1,548304,438227,0.0007025832,0.9264,0.3855,119748,330698,37974,1484,20084,161,8057,30098, 82864,282420,28272,1118,17099,124,5985,20345,115556, 79051,102414,60518, 87672,58973,119643,109040,50061,135133, 89478,144179, 71854, 79051,115556,56518,104692, 80668,139657,2,3,116234, 68323,0.6298,0.6291,1.0000,2.000,0,-0.25606
4728,2,549075,449367,0.0007025832,0.9264,0.2569, 62353,423352,17412,2029,18283,159,3335,22152, 43124,360015,13652,1581,14313,131,2468,14083,136969,101491,129063,83902,110450,80960,154708,138236,69231,172352,110444,184394, 93000,101491,136969,78031,133114,101722,178372,2,3,146596, 89838,0.6200,0.6163,1.0000,2.000,0,-0.25606
4729,1,548664,445448,0.0000464744,0.9377,0.3019, 77630,409673,17257,1909,19310,134,2833,19918, 53534,346833,13248,1477,15485,110,2022,12739,123148,110232,116827,89773, 95461,89938,145037,127063,74376,153821,122378,168727,102157,110232,123148,84695,121097,112267,161273,1,1,132869, 98143,0.5752,0.5698,1.0000,2.000,0,-0.25606
4729,2,548715,442146,0.0000464744,0.9377,0.2396,104471,344377,38129,1604,19057,186,8559,32332, 72454,295602,28676,1222,15927,145,6431,21689,129377, 70310,114650,54648,102661,49995,129313,120213,44917,153665, 77544,159846, 62698, 70310,129377,49854,116709, 70122,156756,1,1,129961, 60018,0.6841,0.6847,1.0000,2.000,0,-0.25606
4730,1,547593,434878,0.0019983980,0.9385,0.3060,141905,298397,43007,1671,23078,169,8677,30689, 98520,256286,32149,1273,19293,132,6463,20762,118725, 66314,103171,50784, 88890,50187,116694,108319,41898,135634, 75599,142314, 60092, 66314,118725,47623,104268, 67846,138974,1,3,116249, 57478,0.6691,0.6695,1.0000,2.000,0,-0.25606
4730,2,549786,452716,0.0019983980,0.9385,0.3249, 40196,455653,12379,1842,15289,151,2715,21561, 27468,386149, 9775,1426,12119,123,1990,13666,133801,114228,128306,93637,109232,89746,157657,138957,77395,171852,124323,186260,104763,114228,133801,86925,133538,114543,179055,1,3,146581,100683,0.5928,0.5882,1.0000,2.000,0,-0.25606
4731,1,545981,447698,0.0049363073,0.9134,0.1554, 84975,368413,34926,2204,17807,193,7284,30179, 60006,318054,26626,1687,15259,154,5519,20393,138540, 74186,126057,59914,113051,54468,141086,131894,49320,168028, 81305,174257, 67795, 74186,138540,54568,128022, 74550,171143,3,3,141845, 64498,0.6874,0.6876,1.0000,1.833,0,-0.17198
4731,2,551398,439896,0.0049363073,0.9134,0.2606, 97126,385637,20460,1309,20560,127,4108,22071, 65982,324381,15298,1012,16153,101,2934,14035,113986,106356,105421,84506, 85071,85465,133264,115382,69973,139458,118617,154317, 97060,106356,113986,79981,109784,107839,146887,3,3,120986, 93663,0.5636,0.5580,0.8333,1.833,0,-0.17198
4732,1,551103,453500,0.0043986626,0.9654,0.3247, 34424,464609,11041,1838,14916,152,2621,21502, 23272,392739, 8780,1413,11694,125,1932,13545,132890,117497,127953,97015,108047,93539,158462,138947,80385,171765,128266,186097,108974,117497,132890,90312,133352,118620,178930,1,2,146309,104280,0.5839,0.5787,1.0000,2.000,0,-0.25606
4732,2,546276,434094,0.0043986626,0.9654,0.4558,147677,289441,44345,1675,23451,168,8771,30748,102716,249696,33144,1286,19718,130,6521,20883,119636, 63045,103524,47406, 90075,46394,115888,108329,38907,135721, 71656,142476, 55881, 63045,119636,44236,104454, 63770,139099,1,2,116521, 53881,0.6838,0.6849,1.0000,2.000,0,-0.25606
4733,1,549597,452984,0.0016539409,0.9584,0.3703, 36948,459391,11751,1841,15534,152,2630,21350, 25070,389451, 9306,1415,12208,124,1935,13475,132937,116764,127668,95826,108071,92535,158316,138568,79298,171192,126794,186043,106781,116764,132937,89219,133156,116788,178616,1,2,146114,103000,0.5865,0.5814,1.0000,2.000,0,-0.25606
4733,2,547782,434610,0.0016539409,0.9584,0.4082,145153,294659,43635,1672,22833,168,8762,30900,100918,252984,32618,1284,19204,131,6518,20953,119588, 63778,103809,48594, 90051,47398,116035,108708,39994,136294, 73128,142531, 58074, 63778,119588,45329,104650, 65602,139413,1,2,116716, 55161,0.6791,0.6801,1.0000,2.000,0,-0.25606
4734,1,546099,437008,0.0047212494,0.9316,0.4409,119188,340002,33453,1574,23202,136,5093,23451, 82305,289629,25088,1216,19378,104,3770,15518,114105, 85298,102439,65814, 86084,65870,122013,109551,54675,133372, 96560,144536, 77666, 85298,114105,62120,105021, 87115,138955,2,4,116014, 74314,0.6095,0.6075,1.0000,2.000,0,-0.25606
4734,2,551280,450586,0.0047212494,0.9316,0.2577, 62913,414048,21933,1939,15165,184,6299,28799, 43683,352806,16836,1483,12034,151,4683,18910,138421, 95244,129039,78606,112038,74063,152337,137725,64618,174113,103362,184037, 87189, 95244,138421,72429,132785, 95275,179075,2,4,146816, 83847,0.6365,0.6338,1.0000,2.000,0,-0.25606
4735,1,550548,453732,0.0033871616,0.9602,0.3712, 37177,459826,11813,1845,15682,152,2641,21412, 25219,389831, 9353,1419,12329,124,1946,13511,133108,116895,127823,95922,108185,92656,158479,138716,79393,171396,126950,186271,106908,116895,133108,89323,133300,116929,178833,1,2,146283,103121,0.5865,0.5814,1.0000,2.000,0,-0.25606
4735,2,546831,433862,0.0033871616,0.9602,0.4099,144924,294224,43573,1668,22685,168,8751,30838,100769,252604,32571,1280,19083,131,6507,20917,119418, 63647,103655,48499, 89937,47277,115871,108560,39900,136089, 72972,142303, 57947, 63647,119418,45226,104505, 65460,139196,1,2,116547, 55040,0.6792,0.6803,1.0000,2.000,0,-0.25606
4736,1,549660,440352,0.0017687599,0.9221,0.3843,112498,342165,34864,1341,20873,149,7920,29850, 77530,292143,25993,1009,17548,111,5879,20139,114751, 83872,102872,64465, 86729,64288,122030,109939,53486,135739, 94192,145913, 75586, 83872,114751,60747,105392, 84891,140826,2,4,116854, 72648,0.6166,0.6148,1.0000,2.000,0,-0.25606
4736,2,547719,447242,0.0017687599,0.9221,0.2598, 69603,411885,20522,2172,17494,171,3472,22400, 48458,350292,15931,1690,13864,144,2574,14289,137774, 96670,128605,79955,111393,75645,152320,137337,65807,171747,105730,182661, 89269, 96670,137774,73802,132414, 97499,177203,2,4,145977, 85513,0.6306,0.6278,1.0000,2.000,0,-0.25606
4737,1,546995,433370,0.0030882676,0.9610,0.4316,145592,297888,41926,1571,23261,167,7823,28767,101040,255455,31063,1171,19459,126,5750,19306,116062, 70501,100637,53683, 86047,53801,115772,106067,44477,132156, 80069,140015, 63217, 70501,116062,50654,102130, 71644,136086,1,3,113822, 60958,0.6512,0.6510,1.0000,2.000,0,-0.25606
4737,2,550384,454224,0.0030882676,0.9610,0.3299, 36509,456162,13460,1942,15106,153,3569,23483, 24948,386980,10861,1528,11953,129,2703,15122,136463,110041,130840,90738,112075,86132,158578,141209,74815,175330,119853,188558,101638,110041,136463,83895,135676,110746,181943,1,3,149008, 97203,0.6052,0.6012,1.0000,2.000,0,-0.25606
4738,1,549827,442723,0.0020731215,0.9039,0.2607,125569,326023,38618,1705,24501,145,6323,26943, 87973,281097,29314,1344,20036,122,4657,18180,129187, 75151,115294,59496, 97572,61383,132213,121478,49113,150835, 83092,160488, 66772, 75151,129187,56665,116639, 74933,155661,4,2,129581, 65834,0.6631,0.6615,1.0000,2.000,0,-0.25606
4738,2,547552,444871,0.0020731215,0.9039,0.1555, 56532,428027,16768,1808,13866,175,5069,25307, 38015,361338,12610,1355,11376,133,3796,16248,123338,105391,116183,84924,100550,78550,142137,125798,70179,156650,116830,168086, 98083,105391,123338,77884,121167,107457,162368,4,2,133249, 92326,0.5907,0.5874,1.0000,2.000,0,-0.25606
4739,1,548185,435925,0.0009194636,0.9567,0.4051,138138,305253,41753,1566,22149,166,8588,30572, 95664,262127,31056,1185,18659,126,6394,20714,117332, 69087,102299,52217, 88454,50836,116438,107764,42969,134554, 78507,142000, 62065, 69087,117332,48675,103738, 70288,138277,1,3,115549, 59280,0.6609,0.6615,1.0000,2.000,0,-0.25606
4739,2,549194,451669,0.0009194636,0.9567,0.3540, 43963,448797,13633,1947,16218,154,2804,21678, 30324,380308,10868,1514,12753,129,2059,13714,135194,111455,129179,92203,109668,89097,157913,139512,76323,172932,121415,186574,102790,111455,135194,85874,134068,112102,179752,1,3,147282, 98881,0.5983,0.5937,1.0000,2.000,0,-0.25606
4740,1,550923,452722,0.0040706082,0.9550,0.3533, 44423,450306,13231,1894,16575,152,2747,21595, 30383,381579,10496,1471,12998,127,2013,13655,135040,111969,129160,92613,109506,89652,158115,139539,76702,172978,121913,186755,103200,111969,135040,86322,134080,112556,179866,1,2,147299, 99342,0.5972,0.5925,1.0000,2.000,0,-0.25606
4740,2,546456,434872,0.0040706082,0.9550,0.4030,137678,303744,42155,1619,21792,168,8645,30655, 95605,260856,31428,1228,18414,128,6440,20773,117485, 68573,102317,51808, 88616,50281,116235,107737,42591,134507, 78009,141818, 61655, 68573,117485,48227,103726, 69834,138164,1,2,115531, 58819,0.6626,0.6633,1.0000,2.000,0,-0.25606
4741,1,551413,438235,0.0049636452,0.9619,0.4244,141528,304087,42658,1627,21942,168,8674,30729, 98190,261144,31755,1230,18512,128,6455,20821,118364, 68672,102905,51883, 89161,50361,116795,108315,42657,135222, 78248,142559, 61808, 68672,118364,48301,104294, 70029,138891,1,2,116189, 58938,0.6635,0.6642,1.0000,2.000,0,-0.25606
4741,2,545966,449359,0.0049636452,0.9619,0.3614, 40573,449963,12728,1886,16425,152,2718,21521, 27798,381291,10169,1469,12900,127,1998,13607,134161,111869,128572,92537,108961,89572,157555,138961,76636,172263,121674,186014,103047,111869,134161,86248,133512,112361,179138,1,2,146642, 99223,0.5964,0.5916,1.0000,2.000,0,-0.25606
4742,1,549597,452984,0.0016539409,0.9584,0.3703, 36948,459391,11751,1841,15534,152,2630,21350, 25070,389451, 9306,1415,12208,124,1935,13475,132937,116764,127668,95826,108071,92535,158316,138568,79298,171192,126794,186043,106781,116764,132937,89219,133156,116788,178616,1,2,146114,103000,0.5865,0.5814,1.0000,2.000,0,-0.25606
4742,2,547782,434610,0.0016539409,0.9584,0.4082,145153,294659,43635,1672,22833,168,8762,30900,100918,252984,32618,1284,19204,131,6518,20953,119588, 63778,103809,48594, 90051,47398,116035,108708,39994,136294, 73128,142531, 58074, 63778,119588,45329,104650, 65602,139413,1,2,116716, 55161,0.6791,0.6801,1.0000,2.000,0,-0.25606
4743,1,550584,438831,0.0034527725,0.9160,0.2608,133263,310511,41472,1580,25380,165,8283,29930, 92792,266073,31254,1214,21040,129,6164,20165,120155, 71508,105702,55592, 89274,57466,121289,111254,46182,138503, 80937,146376, 64580, 71508,120155,53080,106879, 72760,142440,2,4,118936, 62710,0.6548,0.6537,1.0000,2.000,0,-0.25606
4743,2,546795,448763,0.0034527725,0.9160,0.2531, 48838,443539,13914,1933,12987,155,3109,22320, 33196,376362,10670,1485,10372,126,2289,14263,132370,109034,125775,88828,108848,82467,153061,136022,73111,168982,118985,182197,100275,109034,132370,81468,130927,109630,175589,2,4,143894, 95450,0.6012,0.5976,1.0000,2.000,0,-0.25606
4744,1,549108,451972,0.0007627265,0.9636,0.3659, 40768,452476,12853,1893,16493,152,2765,21708, 27912,383469,10270,1474,12959,127,2029,13732,134971,112470,129409,92947,109680,89934,158502,139853,76952,173320,122301,187151,103550,112470,134971,86610,134361,112925,180235,1,2,147556, 99693,0.5968,0.5920,1.0000,2.000,0,-0.25606
4744,2,548271,435622,0.0007627265,0.9636,0.4341,141333,301574,42533,1620,21874,168,8627,30542, 98076,258966,31654,1225,18453,128,6424,20696,117555, 68072,102068,51473, 88442,49999,115849,107423,42341,134165, 77621,141423, 61305, 68072,117555,47938,103445, 69464,137795,1,2,115275, 58468,0.6635,0.6642,1.0000,2.000,0,-0.25606
4745,1,551224,442391,0.0046191881,0.9091,0.2821,128421,323044,39586,1581,25246,149,6661,26536, 89542,277608,30010,1240,21036,117,4962,17876,121965, 79962,109181,62773, 90732,65797,127323,115513,52359,141238, 89840,151489, 72126, 79962,121965,60311,110686, 80985,146363,2,4,122491, 70477,0.6348,0.6326,1.0000,2.000,0,-0.25606
4745,2,546155,445203,0.0046191881,0.9091,0.1730, 53680,431006,15800,1932,13121,171,4731,25714, 36446,364827,11914,1459,10376,138,3491,16552,130561,100579,122297,81647,107390,74136,147028,131763,66934,166248,110082,177085, 92729,100579,130561,74238,127120,101405,171666,2,4,140339, 87684,0.6155,0.6129,1.0000,2.000,0,-0.25606
4746,1,547025,434805,0.0030335919,0.9299,0.2919,138936,307680,39875,1569,23033,150,7598,28184, 96407,263196,29867,1206,19356,116,5609,19048,117665, 72358,103184,55718, 88636,55047,118293,108864,46182,134535, 82775,142649, 66277, 72358,117665,52316,104744, 74527,138593,2,3,116261, 63060,0.6483,0.6482,1.0000,2.000,0,-0.25606
4746,2,550354,452789,0.0030335919,0.9299,0.2130, 43165,446370,15511,1944,15334,170,3794,24066, 29581,379239,12057,1493,12056,139,2844,15380,134861,108184,128293,88703,109486,84886,156057,138412,73110,172950,117147,185925, 98578,108184,134861,82232,133062,107863,179437,2,3,146569, 95101,0.6065,0.6022,1.0000,2.000,0,-0.25606
4747,1,551177,439140,0.0045335294,0.9169,0.4001,129973,327305,35393,1404,23410,140,6742,26810, 89876,279376,26419,1061,19462,105,4937,17904,116735, 81965,103830,63521, 87472,64063,122424,110547,52865,135528, 92684,145419, 74581, 81965,116735,60150,106068, 83634,140474,2,3,117422, 71613,0.6212,0.6194,1.0000,2.000,0,-0.25606
4747,2,546202,448454,0.0045335294,0.9169,0.2374, 52128,426745,19993,2109,14957,180,4650,25440, 36112,363059,15505,1638,11950,150,3516,16524,135790, 98577,127648,80900,110650,75870,151926,136729,66427,171958,107238,183154, 90274, 98577,135790,74399,131738, 98756,177556,2,3,145408, 86548,0.6269,0.6239,1.0000,2.000,0,-0.25606
4748,1,548980,436213,0.0005294433,0.9662,0.4888,147834,291798,44380,1675,23485,168,8784,30856,102813,251593,33169,1286,19743,130,6534,20945,120199, 63657,104065,47885, 90519,46839,116595,108920,39324,136461, 72402,143312, 56507, 63657,120199,44683,105024, 64455,139887,1,2,117153, 54435,0.6828,0.6838,1.0000,2.000,0,-0.25606
4748,2,548399,451381,0.0005294433,0.9662,0.3359, 34267,462252,11006,1838,14882,152,2608,21394, 23175,390842, 8755,1413,11669,125,1919,13483,132326,116885,127412,96535,107603,93094,157755,138356,79969,171025,127520,185262,108348,116885,132326,89865,132781,117934,178142,1,2,145677,103726,0.5841,0.5789,1.0000,2.000,0,-0.25606
