draw,district,total_pop,total_vap,plan_dev,comp_edge,comp_polsby,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_20_rep_tru,pre_20_dem_bid,adv_20,arv_20,county_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
3853,1,900857,721062,0.00445890,0.888,0.23482,798256,28523,23227,1572, 8391,281,2385,38222,647725,23268,15467,1351,6913,220,1613,24505,274018,120835,120835,274018,0,120835,274018,0.3060,0.3060,0,0,0,0.104
3853,2,892859,711870,0.00445890,0.888,0.28565,800578,36226,11600,1615, 6512,148,2267,33913,645315,28734, 8016,1410,5320,113,1368,21594,271364,115149,115149,271364,0,115149,271364,0.2979,0.2979,0,0,0,0.104
3854,1,901145,721653,0.00478002,0.896,0.19418,797256,29323,23507,1563, 8509,277,2470,38240,647360,23938,15718,1333,7014,214,1644,24432,273880,122954,122954,273880,0,122954,273880,0.3098,0.3098,0,0,0,0.104
3854,2,892571,711279,0.00478002,0.896,0.37454,801578,35426,11320,1624, 6394,152,2182,33895,645680,28064, 7765,1428,5219,119,1337,21667,271502,113030,113030,271502,0,113030,271502,0.2939,0.2939,0,0,0,0.104
3855,1,894628,715375,0.00248646,0.896,0.17192,790667,28470,23469,1566, 8722,269,2531,38934,641607,23021,15609,1339,7164,210,1702,24723,271754,123366,123366,271754,0,123366,271754,0.3122,0.3122,0,0,0,0.104
3855,2,899088,717557,0.00248646,0.896,0.48303,808167,36279,11358,1621, 6181,160,2121,33201,651433,28981, 7874,1422,5069,123,1279,21376,273628,112618,112618,273628,0,112618,273628,0.2916,0.2916,0,0,0,0.104
3856,1,896109,714572,0.00083514,0.872,0.26420,803695,36236,11658,1617, 6531,151,2267,33954,647908,28750, 8047,1414,5336,116,1368,21633,272879,115269,115269,272879,0,115269,272879,0.2970,0.2970,0,0,0,0.104
3856,2,897607,718360,0.00083514,0.872,0.21403,795139,28513,23169,1570, 8372,278,2385,38181,645132,23252,15436,1347,6897,217,1613,24466,272503,120715,120715,272503,0,120715,272503,0.3070,0.3070,0,0,0,0.104
3857,1,900755,720758,0.00434517,0.864,0.15642,794811,30346,23665,1608, 8518,258,2567,38982,645158,24683,15793,1363,7013,198,1692,24858,272364,124573,124573,272364,0,124573,272364,0.3138,0.3138,0,0,0,0.104
3857,2,892961,712174,0.00434517,0.864,0.33140,804023,34403,11162,1579, 6385,171,2085,33153,647882,27319, 7690,1398,5220,135,1289,21241,273018,111411,111411,273018,0,111411,273018,0.2898,0.2898,0,0,0,0.104
3858,1,894399,714548,0.00274179,0.848,0.15472,790348,28394,23438,1553, 8752,271,2516,39127,640752,22947,15586,1331,7187,214,1687,24844,270344,122917,122917,270344,0,122917,270344,0.3126,0.3126,0,0,0,0.104
3858,2,899317,718384,0.00274179,0.848,0.31707,808486,36355,11389,1634, 6151,158,2136,33008,652288,29055, 7897,1430,5046,119,1294,21255,275038,113067,113067,275038,0,113067,275038,0.2913,0.2913,0,0,0,0.104
3859,1,892954,713610,0.00435297,0.848,0.14527,788801,28838,23443,1553, 8681,276,2437,38925,639465,23452,15619,1340,7129,215,1621,24769,271599,121968,121968,271599,0,121968,271599,0.3099,0.3099,0,0,0,0.104
3859,2,900762,719322,0.00435297,0.848,0.30861,810033,35911,11384,1634, 6222,153,2215,33210,653575,28550, 7864,1421,5104,118,1360,21330,273783,114016,114016,273783,0,114016,273783,0.2940,0.2940,0,0,0,0.104
3860,1,898807,718899,0.00217314,0.872,0.16466,793952,29216,23551,1552, 8726,277,2512,39021,644212,23780,15704,1334,7164,216,1681,24808,273380,123234,123234,273380,0,123234,273380,0.3107,0.3107,0,0,0,0.104
3860,2,894909,714033,0.00217314,0.872,0.34868,804882,35533,11276,1635, 6177,152,2140,33114,648828,28222, 7779,1427,5069,117,1300,21291,272002,112750,112750,272002,0,112750,272002,0.2930,0.2930,0,0,0,0.104
3861,1,896896,714854,0.00004237,0.888,0.32894,805666,35528,11362,1621, 6392,152,2211,33964,649093,28142, 7811,1416,5216,119,1350,21707,273891,113734,113734,273891,0,113734,273891,0.2934,0.2934,0,0,0,0.104
3861,2,896820,718078,0.00004237,0.888,0.22409,793168,29221,23465,1566, 8511,277,2441,38171,643947,23860,15672,1345,7017,214,1631,24392,271491,122250,122250,271491,0,122250,271491,0.3105,0.3105,0,0,0,0.104
3862,1,893340,713333,0.00392258,0.856,0.36929,803059,35716,11243,1639, 6169,138,2192,33184,647981,28350, 7749,1426,5049,103,1329,21346,271625,113337,113337,271625,0,113337,271625,0.2944,0.2944,0,0,0,0.104
3862,2,900376,719599,0.00392258,0.856,0.15724,795775,29033,23584,1548, 8734,291,2460,38951,645059,23652,15734,1335,7184,230,1652,24753,273757,122647,122647,273757,0,122647,273757,0.3094,0.3094,0,0,0,0.104
3863,1,900951,721543,0.00456371,0.896,0.19127,797026,29382,23530,1562, 8476,277,2486,38212,647262,23999,15709,1332,6982,215,1658,24386,275218,122644,122644,275218,0,122644,275218,0.3083,0.3083,0,0,0,0.104
3863,2,892765,711389,0.00456371,0.896,0.43393,801808,35367,11297,1625, 6427,152,2166,33923,645778,28003, 7774,1429,5251,118,1323,21713,270164,113340,113340,270164,0,113340,270164,0.2955,0.2955,0,0,0,0.104
3864,1,897725,718441,0.00096671,0.880,0.21993,795106,28302,23274,1570, 8484,277,2453,38259,645379,22939,15495,1349,6992,214,1642,24431,272705,122282,122282,272705,0,122282,272705,0.3096,0.3096,0,0,0,0.104
3864,2,895991,714491,0.00096671,0.880,0.35625,803728,36447,11553,1617, 6419,152,2199,33876,647661,29063, 7988,1412,5241,119,1339,21668,272677,113702,113702,272677,0,113702,272677,0.2943,0.2943,0,0,0,0.104
3865,1,897788,716964,0.00103695,0.864,0.39857,806561,36435,11529,1634, 6186,159,2104,33180,650502,29140, 8001,1435,5089,123,1292,21382,272067,112248,112248,272067,0,112248,272067,0.2921,0.2921,0,0,0,0.104
3865,2,895928,715968,0.00103695,0.864,0.14980,792273,28314,23298,1553, 8717,270,2548,38955,642538,22862,15482,1326,7144,210,1689,24717,273315,123736,123736,273315,0,123736,273315,0.3116,0.3116,0,0,0,0.104
3866,1,893298,715328,0.00396941,0.888,0.18847,789811,29287,23467,1540, 8459,277,2476,37981,641377,23914,15672,1311,6974,215,1649,24216,272476,121945,121945,272476,0,121945,272476,0.3092,0.3092,0,0,0,0.104
3866,2,900418,717604,0.00396941,0.888,0.38816,809023,35462,11360,1647, 6444,152,2176,34154,651663,28088, 7811,1450,5259,118,1332,21883,272906,114039,114039,272906,0,114039,272906,0.2947,0.2947,0,0,0,0.104
3867,1,893689,717119,0.00353345,0.824,0.15890,812282,21461,13728,1425, 8270,266,2038,34219,658002,17369, 9707,1265,6760,203,1358,22455,268823,116820,116820,268823,0,116820,268823,0.3029,0.3029,0,0,0,0.104
3867,2,900027,715813,0.00353345,0.824,0.20153,786552,43288,21099,1762, 6633,163,2614,37916,635038,34633,13776,1496,5473,130,1623,23644,276559,119164,119164,276559,0,119164,276559,0.3011,0.3011,0,0,0,0.104
3868,1,900396,720873,0.00394488,0.872,0.19233,796698,29204,23495,1559, 8473,283,2457,38227,646770,23844,15670,1337,6989,219,1644,24400,274585,122275,122275,274585,0,122275,274585,0.3081,0.3081,0,0,0,0.104
3868,2,893320,712059,0.00394488,0.872,0.25921,802136,35545,11332,1628, 6430,146,2195,33908,646270,28158, 7813,1424,5244,114,1337,21699,270797,113709,113709,270797,0,113709,270797,0.2957,0.2957,0,0,0,0.104
3869,1,895716,714079,0.00127333,0.872,0.26809,803230,36231,11630,1640, 6525,144,2260,34056,647370,28738, 8034,1437,5330,109,1360,21701,271909,115324,115324,271909,0,115324,271909,0.2978,0.2978,0,0,0,0.104
3869,2,898000,718853,0.00127333,0.872,0.21999,795604,28518,23197,1547, 8378,285,2392,38079,645670,23264,15449,1324,6903,224,1621,24398,273473,120660,120660,273473,0,120660,273473,0.3061,0.3061,0,0,0,0.104
3870,1,896798,718022,0.00006690,0.856,0.16880,792938,29315,23534,1559, 8487,272,2466,38227,643826,23925,15702,1327,6998,208,1636,24400,272178,122751,122751,272178,0,122751,272178,0.3108,0.3108,0,0,0,0.104
3870,2,896918,714910,0.00006690,0.856,0.29439,805896,35434,11293,1628, 6416,157,2186,33908,649214,28077, 7781,1434,5235,125,1345,21699,273204,113233,113233,273204,0,113233,273204,0.2930,0.2930,0,0,0,0.104
3871,1,895137,715566,0.00191892,0.872,0.16462,791298,28429,23412,1557, 8717,271,2513,38940,641888,22989,15564,1333,7159,210,1690,24733,271618,122929,122929,271618,0,122929,271618,0.3116,0.3116,0,0,0,0.104
3871,2,898579,717366,0.00191892,0.872,0.37249,807536,36320,11415,1630, 6186,158,2139,33195,651152,29013, 7919,1428,5074,123,1291,21366,273764,113055,113055,273764,0,113055,273764,0.2923,0.2923,0,0,0,0.104
3872,1,900173,717665,0.00369624,0.872,0.39503,807834,36290,11541,1636, 6457,152,2167,34096,650735,28925, 7992,1440,5279,118,1324,21852,272176,113939,113939,272176,0,113939,272176,0.2951,0.2951,0,0,0,0.104
3872,2,893543,715267,0.00369624,0.872,0.17346,791000,28459,23286,1551, 8446,277,2485,38039,642305,23077,15491,1321,6954,215,1657,24247,273206,122045,122045,273206,0,122045,273206,0.3088,0.3088,0,0,0,0.104
3873,1,898950,717954,0.00233259,0.856,0.35674,808438,35790,11292,1654, 6175,141,2197,33263,652397,28423, 7781,1442,5055,102,1338,21416,273930,113787,113787,273930,0,113787,273930,0.2935,0.2935,0,0,0,0.104
3873,2,894766,714978,0.00233259,0.856,0.17874,790396,28959,23535,1533, 8728,288,2455,38872,640643,23579,15702,1319,7178,231,1643,24683,271452,122197,122197,271452,0,122197,271452,0.3104,0.3104,0,0,0,0.104
3874,1,892571,711279,0.00478002,0.896,0.37454,801578,35426,11320,1624, 6394,152,2182,33895,645680,28064, 7765,1428,5219,119,1337,21667,271502,113030,113030,271502,0,113030,271502,0.2939,0.2939,0,0,0,0.104
3874,2,901145,721653,0.00478002,0.896,0.19418,797256,29323,23507,1563, 8509,277,2470,38240,647360,23938,15718,1333,7014,214,1644,24432,273880,122954,122954,273880,0,122954,273880,0.3098,0.3098,0,0,0,0.104
3875,1,895664,714425,0.00133131,0.840,0.23464,788085,33203,23366,1655, 8747,261,2410,37937,636945,27113,15620,1421,7199,211,1595,24321,271259,119500,119500,271259,0,119500,271259,0.3058,0.3058,0,0,0,0.104
3875,2,898052,718507,0.00133131,0.840,0.17685,810749,31546,11461,1532, 6156,168,2242,34198,656095,24889, 7863,1340,5034,122,1386,21778,274123,116484,116484,274123,0,116484,274123,0.2982,0.2982,0,0,0,0.104
3876,1,894804,716657,0.00229022,0.896,0.21150,791263,29282,23484,1548, 8477,279,2458,38013,642646,23925,15663,1327,6987,215,1645,24249,272514,121867,121867,272514,0,121867,272514,0.3090,0.3090,0,0,0,0.104
3876,2,898912,716275,0.00229022,0.896,0.35896,807571,35467,11343,1639, 6426,150,2194,34122,650394,28077, 7820,1434,5246,118,1336,21850,272868,114117,114117,272868,0,114117,272868,0.2949,0.2949,0,0,0,0.104
3877,1,892988,714539,0.00431506,0.872,0.22100,790801,28472,23120,1549, 8382,281,2360,38023,641490,23226,15399,1335,6904,220,1596,24369,271123,119788,119788,271123,0,119788,271123,0.3064,0.3064,0,0,0,0.104
3877,2,900728,718393,0.00431506,0.872,0.24652,808033,36277,11707,1638, 6521,148,2292,34112,651550,28776, 8084,1426,5329,113,1385,21730,274259,116196,116196,274259,0,116196,274259,0.2976,0.2976,0,0,0,0.104
3878,1,893253,711599,0.00401959,0.888,0.38020,802924,35017,11197,1611, 6417,163,2160,33764,646537,27667, 7684,1420,5246,129,1331,21585,270210,113349,113349,270210,0,113349,270210,0.2955,0.2955,0,0,0,0.104
3878,2,900463,721333,0.00401959,0.888,0.17393,795910,29732,23630,1576, 8486,266,2492,38371,646503,24335,15799,1341,6987,204,1650,24514,275172,122635,122635,275172,0,122635,275172,0.3083,0.3083,0,0,0,0.104
3879,1,894691,715002,0.00241621,0.872,0.16600,790268,29003,23555,1533, 8717,281,2455,38879,640614,23610,15721,1319,7167,220,1642,24709,272478,122128,122128,272478,0,122128,272478,0.3095,0.3095,0,0,0,0.104
3879,2,899025,717930,0.00241621,0.872,0.40443,808566,35746,11272,1654, 6186,148,2197,33256,652426,28392, 7762,1442,5066,113,1339,21390,272904,113856,113856,272904,0,113856,272904,0.2944,0.2944,0,0,0,0.104
3880,1,893253,711599,0.00401959,0.888,0.38020,802924,35017,11197,1611, 6417,163,2160,33764,646537,27667, 7684,1420,5246,129,1331,21585,270210,113349,113349,270210,0,113349,270210,0.2955,0.2955,0,0,0,0.104
3880,2,900463,721333,0.00401959,0.888,0.17393,795910,29732,23630,1576, 8486,266,2492,38371,646503,24335,15799,1341,6987,204,1650,24514,275172,122635,122635,275172,0,122635,275172,0.3083,0.3083,0,0,0,0.104
3881,1,901145,721653,0.00478002,0.896,0.19418,797256,29323,23507,1563, 8509,277,2470,38240,647360,23938,15718,1333,7014,214,1644,24432,273880,122954,122954,273880,0,122954,273880,0.3098,0.3098,0,0,0,0.104
3881,2,892571,711279,0.00478002,0.896,0.37454,801578,35426,11320,1624, 6394,152,2182,33895,645680,28064, 7765,1428,5219,119,1337,21667,271502,113030,113030,271502,0,113030,271502,0.2939,0.2939,0,0,0,0.104
3882,1,892413,714249,0.00495619,0.880,0.22123,790140,28507,23147,1566, 8372,274,2377,38030,641155,23252,15423,1345,6897,213,1605,24359,270369,120249,120249,270369,0,120249,270369,0.3078,0.3078,0,0,0,0.104
3882,2,901303,718683,0.00495619,0.880,0.28823,808694,36242,11680,1621, 6531,155,2275,34105,651885,28750, 8060,1416,5336,120,1376,21740,275013,115735,115735,275013,0,115735,275013,0.2962,0.2962,0,0,0,0.104
3883,1,894228,715227,0.00293246,0.856,0.13948,789403,29219,23636,1562, 8737,269,2517,38885,640558,23775,15778,1335,7179,210,1697,24695,271147,123530,123530,271147,0,123530,271147,0.3130,0.3130,0,0,0,0.104
3883,2,899488,717705,0.00293246,0.856,0.35211,809431,35530,11191,1625, 6166,160,2135,33250,652482,28227, 7705,1426,5054,123,1284,21404,274235,112454,112454,274235,0,112454,274235,0.2908,0.2908,0,0,0,0.104
3884,1,900463,721333,0.00401959,0.888,0.17393,795910,29732,23630,1576, 8486,266,2492,38371,646503,24335,15799,1341,6987,204,1650,24514,275172,122635,122635,275172,0,122635,275172,0.3083,0.3083,0,0,0,0.104
3884,2,893253,711599,0.00401959,0.888,0.38020,802924,35017,11197,1611, 6417,163,2160,33764,646537,27667, 7684,1420,5246,129,1331,21585,270210,113349,113349,270210,0,113349,270210,0.2955,0.2955,0,0,0,0.104
3885,1,900951,721543,0.00456371,0.896,0.19127,797026,29382,23530,1562, 8476,277,2486,38212,647262,23999,15709,1332,6982,215,1658,24386,275218,122644,122644,275218,0,122644,275218,0.3083,0.3083,0,0,0,0.104
3885,2,892765,711389,0.00456371,0.896,0.43393,801808,35367,11297,1625, 6427,152,2166,33923,645778,28003, 7774,1429,5251,118,1323,21713,270164,113340,113340,270164,0,113340,270164,0.2955,0.2955,0,0,0,0.104
3886,1,895198,715288,0.00185091,0.832,0.33224,804433,36090,11402,1632, 6169,152,2173,33147,649402,28733, 7901,1422,5066,118,1347,21299,271647,113204,113204,271647,0,113204,271647,0.2942,0.2942,0,0,0,0.104
3886,2,898518,717644,0.00185091,0.832,0.13219,794401,28659,23425,1555, 8734,277,2479,38988,643638,23269,15582,1339,7167,215,1634,24800,273735,122780,122780,273735,0,122780,273735,0.3096,0.3096,0,0,0,0.104
3887,1,894040,713306,0.00314208,0.816,0.17044,819597,21479,11607,1495, 4931,206,1845,32880,660161,17113, 8021,1310,4017,159,1178,21347,282398,105450,105450,282398,0,105450,282398,0.2719,0.2719,0,0,0,0.104
3887,2,899676,719626,0.00314208,0.816,0.20045,779237,43270,23220,1692, 9972,223,2807,39255,632879,34889,15462,1451,8216,174,1803,24752,262984,130534,130534,262984,0,130534,262984,0.3317,0.3317,0,0,0,0.104
3888,1,897142,718379,0.00031666,0.856,0.16163,793433,29289,23502,1550, 8505,273,2463,38127,644208,23908,15708,1320,7007,210,1638,24380,273409,122083,122083,273409,0,122083,273409,0.3087,0.3087,0,0,0,0.104
3888,2,896574,714553,0.00031666,0.856,0.28526,805401,35460,11325,1637, 6398,156,2189,34008,648832,28094, 7775,1441,5226,123,1343,21719,271973,113901,113901,271973,0,113901,271973,0.2952,0.2952,0,0,0,0.104
3889,1,893298,715328,0.00396941,0.888,0.18847,789811,29287,23467,1540, 8459,277,2476,37981,641377,23914,15672,1311,6974,215,1649,24216,272476,121945,121945,272476,0,121945,272476,0.3092,0.3092,0,0,0,0.104
3889,2,900418,717604,0.00396941,0.888,0.38816,809023,35462,11360,1647, 6444,152,2176,34154,651663,28088, 7811,1450,5259,118,1332,21883,272906,114039,114039,272906,0,114039,272906,0.2947,0.2947,0,0,0,0.104
3890,1,900467,717765,0.00402405,0.880,0.35710,808720,35999,11464,1621, 6414,163,2177,33909,651396,28650, 7893,1430,5242,130,1346,21678,273560,113638,113638,273560,0,113638,273560,0.2935,0.2935,0,0,0,0.104
3890,2,893249,715167,0.00402405,0.880,0.17663,790114,28750,23363,1566, 8489,266,2475,38226,641644,23352,15590,1331,6991,203,1635,24421,271822,122346,122346,271822,0,122346,271822,0.3104,0.3104,0,0,0,0.104
3891,1,895409,715638,0.00161564,0.872,0.15545,791349,28346,23503,1564, 8746,269,2531,39101,641868,22890,15634,1337,7183,210,1703,24813,271268,123883,123883,271268,0,123883,271268,0.3135,0.3135,0,0,0,0.104
3891,2,898307,717294,0.00161564,0.872,0.45025,807485,36403,11324,1623, 6157,160,2121,33034,651172,29112, 7849,1424,5050,123,1278,21286,274114,112101,112101,274114,0,112101,274114,0.2903,0.2903,0,0,0,0.104
3892,1,892954,713610,0.00435297,0.848,0.14527,788801,28838,23443,1553, 8681,276,2437,38925,639465,23452,15619,1340,7129,215,1621,24769,271599,121968,121968,271599,0,121968,271599,0.3099,0.3099,0,0,0,0.104
3892,2,900762,719322,0.00435297,0.848,0.30861,810033,35911,11384,1634, 6222,153,2215,33210,653575,28550, 7864,1421,5104,118,1360,21330,273783,114016,114016,273783,0,114016,273783,0.2940,0.2940,0,0,0,0.104
3893,1,897888,718830,0.00114845,0.880,0.18214,794763,28626,23371,1570, 8497,277,2475,38309,645360,23230,15595,1335,7001,214,1643,24452,273323,123368,123368,273323,0,123368,273323,0.3110,0.3110,0,0,0,0.104
3893,2,895828,714102,0.00114845,0.880,0.35986,804071,36123,11456,1617, 6406,152,2177,33826,647680,28772, 7888,1426,5232,119,1338,21647,272059,112616,112616,272059,0,112616,272059,0.2928,0.2928,0,0,0,0.104
3894,1,900995,719987,0.00461277,0.872,0.19105,796372,28972,23583,1545, 8740,290,2457,39036,645472,23587,15733,1331,7190,231,1643,24800,273816,122765,122765,273816,0,122765,273816,0.3096,0.3096,0,0,0,0.104
3894,2,892721,712945,0.00461277,0.872,0.36571,802462,35777,11244,1642, 6163,139,2195,33099,647568,28415, 7750,1430,5043,102,1338,21299,271566,113219,113219,271566,0,113219,271566,0.2942,0.2942,0,0,0,0.104
3895,1,899143,717766,0.00254778,0.832,0.15368,795700,27923,23320,1549, 8729,276,2484,39162,644561,22522,15473,1327,7159,216,1631,24877,274219,123115,123115,274219,0,123115,274219,0.3099,0.3099,0,0,0,0.104
3895,2,894573,715166,0.00254778,0.832,0.34189,803134,36826,11507,1638, 6174,153,2168,32973,648479,29480, 8010,1434,5074,117,1350,21222,271163,112869,112869,271163,0,112869,271163,0.2939,0.2939,0,0,0,0.104
3896,1,898182,717972,0.00147626,0.872,0.16439,794187,28438,23432,1559, 8725,275,2516,39050,644178,22987,15585,1337,7167,214,1693,24811,273357,123353,123353,273357,0,123353,273357,0.3109,0.3109,0,0,0,0.104
3896,2,895534,714960,0.00147626,0.872,0.37477,804647,36311,11395,1628, 6178,154,2136,33085,648862,29015, 7898,1424,5066,119,1288,21288,272025,112631,112631,272025,0,112631,272025,0.2928,0.2928,0,0,0,0.104
3897,1,900269,717690,0.00380328,0.864,0.31237,807571,36173,11715,1629, 6545,146,2260,34230,650861,28677, 8081,1424,5355,109,1358,21825,273065,116007,116007,273065,0,116007,273065,0.2982,0.2982,0,0,0,0.104
3897,2,893447,715242,0.00380328,0.864,0.22014,791263,28576,23112,1558, 8358,283,2392,37905,642179,23325,15402,1337,6878,224,1623,24274,272317,119977,119977,272317,0,119977,272317,0.3058,0.3058,0,0,0,0.104
3898,1,894242,715592,0.00291685,0.872,0.17253,791904,28230,23239,1552, 8467,277,2467,38106,642786,22849,15492,1322,6976,214,1649,24304,272475,122551,122551,272475,0,122551,272475,0.3102,0.3102,0,0,0,0.104
3898,2,899474,717340,0.00291685,0.872,0.37045,806930,36519,11588,1635, 6436,152,2185,34029,650254,29153, 7991,1439,5257,119,1332,21795,272907,113433,113433,272907,0,113433,272907,0.2936,0.2936,0,0,0,0.104
3899,1,900173,717665,0.00369624,0.872,0.39503,807834,36290,11541,1636, 6457,152,2167,34096,650735,28925, 7992,1440,5279,118,1324,21852,272176,113939,113939,272176,0,113939,272176,0.2951,0.2951,0,0,0,0.104
3899,2,893543,715267,0.00369624,0.872,0.17346,791000,28459,23286,1551, 8446,277,2485,38039,642305,23077,15491,1321,6954,215,1657,24247,273206,122045,122045,273206,0,122045,273206,0.3088,0.3088,0,0,0,0.104
3900,1,900755,720758,0.00434517,0.864,0.15642,794811,30346,23665,1608, 8518,258,2567,38982,645158,24683,15793,1363,7013,198,1692,24858,272364,124573,124573,272364,0,124573,272364,0.3138,0.3138,0,0,0,0.104
3900,2,892961,712174,0.00434517,0.864,0.33140,804023,34403,11162,1579, 6385,171,2085,33153,647882,27319, 7690,1398,5220,135,1289,21241,273018,111411,111411,273018,0,111411,273018,0.2898,0.2898,0,0,0,0.104
3901,1,896820,718078,0.00004237,0.888,0.22409,793168,29221,23465,1566, 8511,277,2441,38171,643947,23860,15672,1345,7017,214,1631,24392,271491,122250,122250,271491,0,122250,271491,0.3105,0.3105,0,0,0,0.104
3901,2,896896,714854,0.00004237,0.888,0.32894,805666,35528,11362,1621, 6392,152,2211,33964,649093,28142, 7811,1416,5216,119,1350,21707,273891,113734,113734,273891,0,113734,273891,0.2934,0.2934,0,0,0,0.104
3902,1,899088,717557,0.00248646,0.896,0.48303,808167,36279,11358,1621, 6181,160,2121,33201,651433,28981, 7874,1422,5069,123,1279,21376,273628,112618,112618,273628,0,112618,273628,0.2916,0.2916,0,0,0,0.104
3902,2,894628,715375,0.00248646,0.896,0.17192,790667,28470,23469,1566, 8722,269,2531,38934,641607,23021,15609,1339,7164,210,1702,24723,271754,123366,123366,271754,0,123366,271754,0.3122,0.3122,0,0,0,0.104
3903,1,895989,716067,0.00096894,0.848,0.13438,792438,28191,23328,1561, 8711,270,2558,38932,642767,22736,15501,1327,7140,210,1700,24686,273591,124348,124348,273591,0,124348,273591,0.3125,0.3125,0,0,0,0.104
3903,2,897727,716865,0.00096894,0.848,0.38786,806396,36558,11499,1626, 6192,159,2094,33203,650273,29266, 7982,1434,5093,123,1281,21413,271791,111636,111636,271791,0,111636,271791,0.2912,0.2912,0,0,0,0.104
3904,1,894905,715566,0.00217760,0.824,0.26118,807895,27840,12538,1544, 6609,240,2271,35968,653816,21864, 8521,1366,5393,184,1432,22990,270855,125783,125783,270855,0,125783,270855,0.3171,0.3171,0,0,0,0.104
3904,2,898811,717366,0.00217760,0.824,0.16130,790939,36909,22289,1643, 8294,189,2381,36167,639224,30138,14962,1395,6840,149,1549,23109,274527,110201,110201,274527,0,110201,274527,0.2864,0.2864,0,0,0,0.104
3905,1,900995,718864,0.00461277,0.832,0.20363,810522,34724,11519,1626, 6502,160,2205,33737,653740,27472, 7927,1426,5320,123,1329,21527,276055,115254,115254,276055,0,115254,276055,0.2945,0.2945,0,0,0,0.104
3905,2,892721,714068,0.00461277,0.832,0.16123,788312,30025,23308,1561, 8401,269,2447,38398,639300,24530,15556,1335,6913,210,1652,24572,269327,120730,120730,269327,0,120730,269327,0.3095,0.3095,0,0,0,0.104
3906,1,893257,711975,0.00401513,0.872,0.28931,801014,36142,11589,1622, 6508,148,2258,33976,645462,28653, 8010,1418,5322,113,1359,21638,271301,115091,115091,271301,0,115091,271301,0.2979,0.2979,0,0,0,0.104
3906,2,900459,720957,0.00401513,0.872,0.21364,797820,28607,23238,1565, 8395,281,2394,38159,647578,23349,15473,1343,6911,220,1622,24461,274081,120893,120893,274081,0,120893,274081,0.3061,0.3061,0,0,0,0.104
3907,1,900066,720464,0.00357693,0.872,0.21012,797355,28602,23210,1588, 8389,274,2387,38261,647040,23337,15460,1366,6905,213,1614,24529,273111,120948,120948,273111,0,120948,273111,0.3069,0.3069,0,0,0,0.104
3907,2,893650,712468,0.00357693,0.872,0.28899,801479,36147,11617,1599, 6514,155,2265,33874,646000,28665, 8023,1395,5328,120,1367,21570,272271,115036,115036,272271,0,115036,272271,0.2970,0.2970,0,0,0,0.104
3908,1,898987,716170,0.00237384,0.872,0.32052,808304,35069,11260,1623, 6421,157,2174,33979,650830,27715, 7721,1431,5238,125,1346,21764,273343,113240,113240,273343,0,113240,273343,0.2929,0.2929,0,0,0,0.104
3908,2,894729,716762,0.00237384,0.872,0.17569,790530,29680,23567,1564, 8482,272,2478,38156,642210,24287,15762,1330,6995,208,1635,24335,272039,122744,122744,272039,0,122744,272039,0.3109,0.3109,0,0,0,0.104
3909,1,898912,716275,0.00229022,0.896,0.35896,807571,35467,11343,1639, 6426,150,2194,34122,650394,28077, 7820,1434,5246,118,1336,21850,272868,114117,114117,272868,0,114117,272868,0.2949,0.2949,0,0,0,0.104
3909,2,894804,716657,0.00229022,0.896,0.21150,791263,29282,23484,1548, 8477,279,2458,38013,642646,23925,15663,1327,6987,215,1645,24249,272514,121867,121867,272514,0,121867,272514,0.3090,0.3090,0,0,0,0.104
3910,1,893980,715273,0.00320898,0.880,0.19197,791591,28237,23238,1566, 8477,277,2455,38139,642429,22852,15482,1336,6983,214,1637,24340,271928,122561,122561,271928,0,122561,271928,0.3107,0.3107,0,0,0,0.104
3910,2,899736,717659,0.00320898,0.880,0.39311,807243,36512,11589,1621, 6426,152,2197,33996,650611,29150, 8001,1425,5250,119,1344,21759,273454,113423,113423,273454,0,113423,273454,0.2932,0.2932,0,0,0,0.104
3911,1,897725,718441,0.00096671,0.880,0.21993,795106,28302,23274,1570, 8484,277,2453,38259,645379,22939,15495,1349,6992,214,1642,24431,272705,122282,122282,272705,0,122282,272705,0.3096,0.3096,0,0,0,0.104
3911,2,895991,714491,0.00096671,0.880,0.35625,803728,36447,11553,1617, 6419,152,2199,33876,647661,29063, 7988,1412,5241,119,1339,21668,272677,113702,113702,272677,0,113702,272677,0.2943,0.2943,0,0,0,0.104
3912,1,897082,718397,0.00024976,0.896,0.21748,793481,29214,23466,1552, 8501,277,2453,38138,644304,23857,15682,1331,7010,214,1643,24356,272038,122240,122240,272038,0,122240,272038,0.3100,0.3100,0,0,0,0.104
3912,2,896634,714535,0.00024976,0.896,0.35088,805353,35535,11361,1635, 6402,152,2199,33997,648736,28145, 7801,1430,5223,119,1338,21743,273344,113744,113744,273344,0,113744,273344,0.2938,0.2938,0,0,0,0.104
3913,1,893216,714339,0.00406084,0.840,0.16283,788484,29715,23482,1578, 8531,265,2516,38645,639686,24092,15654,1346,7024,204,1682,24651,268882,123571,123571,268882,0,123571,268882,0.3149,0.3149,0,0,0,0.104
