draw,district,total_pop,total_vap,plan_dev,comp_edge,comp_polsby,pop_white,pop_black,pop_hisp,pop_aian,pop_asian,pop_nhpi,pop_other,pop_two,vap_white,vap_black,vap_hisp,vap_aian,vap_asian,vap_nhpi,vap_other,vap_two,pre_20_rep_tru,pre_20_dem_bid,adv_20,arv_20,county_splits,ndv,nrv,ndshare,e_dvs,pr_dem,e_dem,pbias,egap
526,1,893507,712650,0.00373638,0.864,0.31678,801267,36499,11541,1609, 6414,150,2195,33832,645782,29142, 7970,1413,5238,119,1344,21642,271090,112855,112855,271090,0,112855,271090,0.2939,0.2939,0,0,0,0.104
526,2,900209,720282,0.00373638,0.864,0.17372,797567,28250,23286,1578, 8489,279,2457,38303,647258,22860,15513,1348,6995,214,1637,24457,274292,123129,123129,274292,0,123129,274292,0.3098,0.3098,0,0,0,0.104
527,1,894804,716657,0.00229022,0.896,0.21150,791263,29282,23484,1548, 8477,279,2458,38013,642646,23925,15663,1327,6987,215,1645,24249,272514,121867,121867,272514,0,121867,272514,0.3090,0.3090,0,0,0,0.104
527,2,898912,716275,0.00229022,0.896,0.35896,807571,35467,11343,1639, 6426,150,2194,34122,650394,28077, 7820,1434,5246,118,1336,21850,272868,114117,114117,272868,0,114117,272868,0.2949,0.2949,0,0,0,0.104
528,1,896813,718392,0.00005018,0.888,0.18341,792518,29671,23572,1567, 8473,270,2489,38253,643770,24280,15772,1333,6986,208,1647,24396,272901,122807,122807,272901,0,122807,272901,0.3103,0.3103,0,0,0,0.104
528,2,896903,714540,0.00005018,0.888,0.37801,806316,35078,11255,1620, 6430,159,2163,33882,649270,27722, 7711,1428,5247,125,1334,21703,272481,113177,113177,272481,0,113177,272481,0.2935,0.2935,0,0,0,0.104
529,1,896498,711827,0.00040140,0.808,0.21605,793946,34999,21442,1747, 5368,209,2226,36561,638580,28443,14135,1487,4439,173,1427,23143,284634,107887,107887,284634,0,107887,284634,0.2749,0.2749,0,0,0,0.104
529,2,897218,721105,0.00040140,0.808,0.15757,804888,29750,13385,1440, 9535,220,2426,35574,654460,23559, 9348,1274,7794,160,1554,22956,260748,128097,128097,260748,0,128097,260748,0.3294,0.3294,0,0,0,0.104
530,1,897738,718534,0.00098120,0.880,0.22574,795291,28525,23196,1561, 8388,285,2380,38112,645313,23267,15439,1338,6910,224,1609,24434,272926,120670,120670,272926,0,120670,272926,0.3066,0.3066,0,0,0,0.104
530,2,895978,714398,0.00098120,0.880,0.25157,803543,36224,11631,1626, 6515,144,2272,34023,647727,28735, 8044,1423,5323,109,1372,21665,272456,115314,115314,272456,0,115314,272456,0.2974,0.2974,0,0,0,0.104
531,1,894040,712681,0.00314208,0.896,0.32903,801595,36160,11667,1617, 6533,144,2258,34066,646032,28669, 8050,1412,5343,109,1358,21708,270701,115439,115439,270701,0,115439,270701,0.2990,0.2990,0,0,0,0.104
531,2,899676,720251,0.00314208,0.896,0.23811,797239,28589,23160,1570, 8370,285,2394,38069,647008,23333,15433,1349,6890,224,1623,24391,274681,120545,120545,274681,0,120545,274681,0.3050,0.3050,0,0,0,0.104
532,1,893718,712164,0.00350111,0.888,0.33427,802572,35461,11321,1635, 6426,146,2186,33971,646417,28077, 7807,1432,5246,114,1328,21743,270734,113651,113651,270734,0,113651,270734,0.2957,0.2957,0,0,0,0.104
532,2,899998,720768,0.00350111,0.888,0.20819,796262,29288,23506,1552, 8477,283,2466,38164,646623,23925,15676,1329,6987,219,1653,24356,274648,122333,122333,274648,0,122333,274648,0.3082,0.3082,0,0,0,0.104
533,1,899822,719486,0.00330487,0.888,0.17656,795666,28476,23491,1570, 8722,273,2539,39085,645584,23021,15622,1341,7164,214,1710,24830,273888,123832,123832,273888,0,123832,273888,0.3114,0.3114,0,0,0,0.104
533,2,893894,713446,0.00330487,0.888,0.47854,803168,36273,11336,1617, 6181,156,2113,33050,647456,28981, 7861,1420,5069,119,1271,21269,271494,112152,112152,271494,0,112152,271494,0.2923,0.2923,0,0,0,0.104
534,1,899822,719486,0.00330487,0.888,0.17656,795666,28476,23491,1570, 8722,273,2539,39085,645584,23021,15622,1341,7164,214,1710,24830,273888,123832,123832,273888,0,123832,273888,0.3114,0.3114,0,0,0,0.104
534,2,893894,713446,0.00330487,0.888,0.47854,803168,36273,11336,1617, 6181,156,2113,33050,647456,28981, 7861,1420,5069,119,1271,21269,271494,112152,112152,271494,0,112152,271494,0.2923,0.2923,0,0,0,0.104
535,1,893650,712468,0.00357693,0.872,0.28899,801479,36147,11617,1599, 6514,155,2265,33874,646000,28665, 8023,1395,5328,120,1367,21570,272271,115036,115036,272271,0,115036,272271,0.2970,0.2970,0,0,0,0.104
535,2,900066,720464,0.00357693,0.872,0.21012,797355,28602,23210,1588, 8389,274,2387,38261,647040,23337,15460,1366,6905,213,1614,24529,273111,120948,120948,273111,0,120948,273111,0.3069,0.3069,0,0,0,0.104
536,1,899527,720337,0.00297594,0.888,0.19038,795787,29300,23515,1552, 8471,279,2478,38145,646206,23922,15703,1323,6986,215,1649,24333,274840,122513,122513,274840,0,122513,274840,0.3083,0.3083,0,0,0,0.104
536,2,894189,712595,0.00297594,0.888,0.37132,803047,35449,11312,1635, 6432,150,2174,33990,646834,28080, 7780,1438,5247,118,1332,21766,270542,113471,113471,270542,0,113471,270542,0.2955,0.2955,0,0,0,0.104
537,1,897082,718397,0.00024976,0.896,0.21748,793481,29214,23466,1552, 8501,277,2453,38138,644304,23857,15682,1331,7010,214,1643,24356,272038,122240,122240,272038,0,122240,272038,0.3100,0.3100,0,0,0,0.104
537,2,896634,714535,0.00024976,0.896,0.35088,805353,35535,11361,1635, 6402,152,2199,33997,648736,28145, 7801,1430,5223,119,1338,21743,273344,113744,113744,273344,0,113744,273344,0.2938,0.2938,0,0,0,0.104
538,1,898824,717501,0.00219210,0.816,0.28879,808651,35528,11365,1629, 6175,166,2111,33199,652115,28234, 7827,1430,5077,130,1299,21389,273704,112235,112235,273704,0,112235,273704,0.2908,0.2908,0,0,0,0.104
538,2,894892,715431,0.00219210,0.816,0.11673,790183,29221,23462,1558, 8728,263,2541,38936,640925,23768,15656,1331,7156,203,1682,24710,271678,123749,123749,271678,0,123749,271678,0.3130,0.3130,0,0,0,0.104
539,1,900764,720554,0.00435520,0.872,0.17105,795514,29942,23552,1600, 8498,260,2546,38852,645540,24315,15673,1364,6993,198,1699,24772,271949,123720,123720,271949,0,123720,271949,0.3127,0.3127,0,0,0,0.104
539,2,892952,712378,0.00435520,0.872,0.31652,803320,34807,11275,1587, 6405,169,2106,33283,647500,27687, 7810,1397,5240,135,1282,21327,273433,112264,112264,273433,0,112264,273433,0.2911,0.2911,0,0,0,0.104
540,1,896067,715682,0.00088197,0.880,0.35059,805369,36345,11331,1632, 6132,155,2136,32967,649695,29039, 7866,1426,5030,116,1294,21216,273523,112947,112947,273523,0,112947,273523,0.2923,0.2923,0,0,0,0.104
540,2,897649,717250,0.00088197,0.880,0.17486,793465,28404,23496,1555, 8771,274,2516,39168,643345,22963,15617,1335,7203,217,1687,24883,271859,123037,123037,271859,0,123037,271859,0.3116,0.3116,0,0,0,0.104
541,1,893039,714137,0.00425820,0.864,0.15932,789405,28331,23366,1552, 8693,275,2534,38883,640661,22892,15523,1327,7133,216,1697,24688,271899,123114,123114,271899,0,123114,271899,0.3117,0.3117,0,0,0,0.104
541,2,900677,718795,0.00425820,0.864,0.40649,809429,36418,11461,1635, 6210,154,2118,33252,652379,29110, 7960,1434,5100,117,1284,21411,273483,112870,112870,273483,0,112870,273483,0.2921,0.2921,0,0,0,0.104
542,1,894729,716762,0.00237384,0.872,0.17569,790530,29680,23567,1564, 8482,272,2478,38156,642210,24287,15762,1330,6995,208,1635,24335,272039,122744,122744,272039,0,122744,272039,0.3109,0.3109,0,0,0,0.104
542,2,898987,716170,0.00237384,0.872,0.32052,808304,35069,11260,1623, 6421,157,2174,33979,650830,27715, 7721,1431,5238,125,1346,21764,273343,113240,113240,273343,0,113240,273343,0.2929,0.2929,0,0,0,0.104
543,1,900951,721543,0.00456371,0.896,0.19127,797026,29382,23530,1562, 8476,277,2486,38212,647262,23999,15709,1332,6982,215,1658,24386,275218,122644,122644,275218,0,122644,275218,0.3083,0.3083,0,0,0,0.104
543,2,892765,711389,0.00456371,0.896,0.43393,801808,35367,11297,1625, 6427,152,2166,33923,645778,28003, 7774,1429,5251,118,1323,21713,270164,113340,113340,270164,0,113340,270164,0.2955,0.2955,0,0,0,0.104
544,1,896626,717968,0.00025868,0.872,0.19218,792938,29280,23488,1565, 8478,277,2457,38143,643849,23921,15663,1344,6985,215,1645,24346,272829,121940,121940,272829,0,121940,272829,0.3089,0.3089,0,0,0,0.104
544,2,897090,714964,0.00025868,0.872,0.30778,805896,35469,11339,1622, 6425,152,2195,33992,649191,28081, 7820,1417,5248,118,1336,21753,272553,114044,114044,272553,0,114044,272553,0.2950,0.2950,0,0,0,0.104
545,1,901300,721487,0.00495285,0.856,0.17515,797765,28761,23415,1595, 8502,266,2476,38520,647676,23356,15621,1360,7001,203,1635,24635,274501,122987,122987,274501,0,122987,274501,0.3094,0.3094,0,0,0,0.104
545,2,892416,711445,0.00495285,0.856,0.32802,801069,35988,11412,1592, 6401,163,2176,33615,645364,28646, 7862,1401,5232,130,1346,21464,270881,112997,112997,270881,0,112997,270881,0.2944,0.2944,0,0,0,0.104
546,1,892947,714334,0.00436078,0.864,0.15270,787521,30172,23588,1593, 8503,258,2552,38760,639152,24515,15744,1348,7000,198,1686,24691,269745,124138,124138,269745,0,124138,269745,0.3152,0.3152,0,0,0,0.104
546,2,900769,718598,0.00436078,0.864,0.34136,811313,34577,11239,1594, 6400,171,2100,33375,653888,27487, 7739,1413,5233,135,1295,21408,275637,111846,111846,275637,0,111846,275637,0.2886,0.2886,0,0,0,0.104
547,1,899234,716792,0.00264925,0.904,0.35316,806594,36166,11689,1621, 6533,148,2266,34217,650009,28669, 8063,1414,5343,113,1366,21815,272835,115905,115905,272835,0,115905,272835,0.2982,0.2982,0,0,0,0.104
547,2,894482,716140,0.00264925,0.904,0.24245,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
548,1,896896,714854,0.00004237,0.888,0.32894,805666,35528,11362,1621, 6392,152,2211,33964,649093,28142, 7811,1416,5216,119,1350,21707,273891,113734,113734,273891,0,113734,273891,0.2934,0.2934,0,0,0,0.104
548,2,896820,718078,0.00004237,0.888,0.22409,793168,29221,23465,1566, 8511,277,2441,38171,643947,23860,15672,1345,7017,214,1631,24392,271491,122250,122250,271491,0,122250,271491,0.3105,0.3105,0,0,0,0.104
549,1,893034,712316,0.00426377,0.864,0.31709,803098,34912,11356,1584, 6408,169,2124,33383,647280,27784, 7834,1394,5237,136,1291,21360,273678,112275,112275,273678,0,112275,273678,0.2909,0.2909,0,0,0,0.104
549,2,900682,720616,0.00426377,0.864,0.18686,795736,29837,23471,1603, 8495,260,2528,38752,645760,24218,15649,1367,6996,197,1690,24739,271704,123709,123709,271704,0,123709,271704,0.3129,0.3129,0,0,0,0.104
550,1,893059,711489,0.00423590,0.872,0.30326,802694,35076,11220,1610, 6384,163,2176,33736,646439,27728, 7675,1419,5214,130,1345,21539,271548,113039,113039,271548,0,113039,271548,0.2939,0.2939,0,0,0,0.104
550,2,900657,721443,0.00423590,0.872,0.16634,796140,29673,23607,1577, 8519,266,2476,38399,646601,24274,15808,1342,7019,203,1636,24560,273834,122945,122945,273834,0,122945,273834,0.3099,0.3099,0,0,0,0.104
551,1,893698,715567,0.00352341,0.872,0.16523,790086,29338,23467,1547, 8453,270,2479,38058,641517,23953,15668,1315,6959,208,1652,24295,273232,121653,121653,273232,0,121653,273232,0.3081,0.3081,0,0,0,0.104
551,2,900018,717365,0.00352341,0.872,0.35900,808748,35411,11360,1640, 6450,159,2173,34077,651523,28049, 7815,1446,5274,125,1329,21804,272150,114331,114331,272150,0,114331,272150,0.2958,0.2958,0,0,0,0.104
552,1,899963,718791,0.00346209,0.840,0.13070,795672,28422,23455,1573, 8785,262,2547,39247,644887,22959,15600,1344,7207,204,1688,24902,272521,124120,124120,272521,0,124120,272521,0.3129,0.3129,0,0,0,0.104
552,2,893753,714141,0.00346209,0.840,0.30590,803162,36327,11372,1614, 6118,167,2105,32888,648153,29043, 7883,1417,5026,129,1293,21197,272861,111864,111864,272861,0,111864,272861,0.2908,0.2908,0,0,0,0.104
553,1,900755,720758,0.00434517,0.864,0.15642,794811,30346,23665,1608, 8518,258,2567,38982,645158,24683,15793,1363,7013,198,1692,24858,272364,124573,124573,272364,0,124573,272364,0.3138,0.3138,0,0,0,0.104
553,2,892961,712174,0.00434517,0.864,0.33140,804023,34403,11162,1579, 6385,171,2085,33153,647882,27319, 7690,1398,5220,135,1289,21241,273018,111411,111411,273018,0,111411,273018,0.2898,0.2898,0,0,0,0.104
554,1,899527,720337,0.00297594,0.888,0.19038,795787,29300,23515,1552, 8471,279,2478,38145,646206,23922,15703,1323,6986,215,1649,24333,274840,122513,122513,274840,0,122513,274840,0.3083,0.3083,0,0,0,0.104
554,2,894189,712595,0.00297594,0.888,0.37132,803047,35449,11312,1635, 6432,150,2174,33990,646834,28080, 7780,1438,5247,118,1332,21766,270542,113471,113471,270542,0,113471,270542,0.2955,0.2955,0,0,0,0.104
555,1,896820,718078,0.00004237,0.888,0.22409,793168,29221,23465,1566, 8511,277,2441,38171,643947,23860,15672,1345,7017,214,1631,24392,271491,122250,122250,271491,0,122250,271491,0.3105,0.3105,0,0,0,0.104
555,2,896896,714854,0.00004237,0.888,0.32894,805666,35528,11362,1621, 6392,152,2211,33964,649093,28142, 7811,1416,5216,119,1350,21707,273891,113734,113734,273891,0,113734,273891,0.2934,0.2934,0,0,0,0.104
556,1,893789,712356,0.00342195,0.872,0.35778,802772,35398,11312,1628, 6438,157,2171,33913,646694,28041, 7784,1434,5262,125,1329,21687,269786,113763,113763,269786,0,113763,269786,0.2966,0.2966,0,0,0,0.104
556,2,899927,720576,0.00342195,0.872,0.17104,796062,29351,23515,1559, 8465,272,2481,38222,646346,23961,15699,1327,6971,208,1652,24412,275596,122221,122221,275596,0,122221,275596,0.3072,0.3072,0,0,0,0.104
557,1,900376,719599,0.00392258,0.856,0.15724,795775,29033,23584,1548, 8734,291,2460,38951,645059,23652,15734,1335,7184,230,1652,24753,273757,122647,122647,273757,0,122647,273757,0.3094,0.3094,0,0,0,0.104
557,2,893340,713333,0.00392258,0.856,0.36929,803059,35716,11243,1639, 6169,138,2192,33184,647981,28350, 7749,1426,5049,103,1329,21346,271625,113337,113337,271625,0,113337,271625,0.2944,0.2944,0,0,0,0.104
558,1,898983,716467,0.00236938,0.880,0.38478,807771,35404,11334,1632, 6438,161,2179,34064,650671,28041, 7797,1436,5262,129,1337,21794,271920,114229,114229,271920,0,114229,271920,0.2958,0.2958,0,0,0,0.104
558,2,894733,716465,0.00236938,0.880,0.17323,791063,29345,23493,1555, 8465,268,2473,38071,642369,23961,15686,1325,6971,204,1644,24305,273462,121755,121755,273462,0,121755,273462,0.3081,0.3081,0,0,0,0.104
559,1,899676,720251,0.00314208,0.896,0.23811,797239,28589,23160,1570, 8370,285,2394,38069,647008,23333,15433,1349,6890,224,1623,24391,274681,120545,120545,274681,0,120545,274681,0.3050,0.3050,0,0,0,0.104
559,2,894040,712681,0.00314208,0.896,0.32903,801595,36160,11667,1617, 6533,144,2258,34066,646032,28669, 8050,1412,5343,109,1358,21708,270701,115439,115439,270701,0,115439,270701,0.2990,0.2990,0,0,0,0.104
560,1,896813,718392,0.00005018,0.888,0.18341,792518,29671,23572,1567, 8473,270,2489,38253,643770,24280,15772,1333,6986,208,1647,24396,272901,122807,122807,272901,0,122807,272901,0.3103,0.3103,0,0,0,0.104
560,2,896903,714540,0.00005018,0.888,0.37801,806316,35078,11255,1620, 6430,159,2163,33882,649270,27722, 7711,1428,5247,125,1334,21703,272481,113177,113177,272481,0,113177,272481,0.2935,0.2935,0,0,0,0.104
561,1,900418,717604,0.00396941,0.888,0.38816,809023,35462,11360,1647, 6444,152,2176,34154,651663,28088, 7811,1450,5259,118,1332,21883,272906,114039,114039,272906,0,114039,272906,0.2947,0.2947,0,0,0,0.104
561,2,893298,715328,0.00396941,0.888,0.18847,789811,29287,23467,1540, 8459,277,2476,37981,641377,23914,15672,1311,6974,215,1649,24216,272476,121945,121945,272476,0,121945,272476,0.3092,0.3092,0,0,0,0.104
562,1,898492,719439,0.00182192,0.864,0.17823,794810,29293,23489,1544, 8459,281,2484,38132,645354,23914,15685,1313,6974,219,1657,24323,274610,122411,122411,274610,0,122411,274610,0.3083,0.3083,0,0,0,0.104
562,2,895224,713493,0.00182192,0.864,0.33694,804024,35456,11338,1643, 6444,148,2168,34003,647686,28088, 7798,1448,5259,114,1324,21776,270772,113573,113573,270772,0,113573,270772,0.2955,0.2955,0,0,0,0.104
563,1,893543,715267,0.00369624,0.872,0.17346,791000,28459,23286,1551, 8446,277,2485,38039,642305,23077,15491,1321,6954,215,1657,24247,273206,122045,122045,273206,0,122045,273206,0.3088,0.3088,0,0,0,0.104
563,2,900173,717665,0.00369624,0.872,0.39503,807834,36290,11541,1636, 6457,152,2167,34096,650735,28925, 7992,1440,5279,118,1324,21852,272176,113939,113939,272176,0,113939,272176,0.2951,0.2951,0,0,0,0.104
564,1,894628,715375,0.00248646,0.896,0.17192,790667,28470,23469,1566, 8722,269,2531,38934,641607,23021,15609,1339,7164,210,1702,24723,271754,123366,123366,271754,0,123366,271754,0.3122,0.3122,0,0,0,0.104
564,2,899088,717557,0.00248646,0.896,0.48303,808167,36279,11358,1621, 6181,160,2121,33201,651433,28981, 7874,1422,5069,123,1279,21376,273628,112618,112618,273628,0,112618,273628,0.2916,0.2916,0,0,0,0.104
565,1,899234,716792,0.00264925,0.904,0.35316,806594,36166,11689,1621, 6533,148,2266,34217,650009,28669, 8063,1414,5343,113,1366,21815,272835,115905,115905,272835,0,115905,272835,0.2982,0.2982,0,0,0,0.104
565,2,894482,716140,0.00264925,0.904,0.24245,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
566,1,898929,717071,0.00230917,0.776,0.21242,809982,30429,12519,1572, 6164,237,2221,35805,653588,24131, 8478,1388,5001,180,1378,22927,279910,122038,122038,279910,0,122038,279910,0.3036,0.3036,0,0,0,0.104
566,2,894787,715861,0.00230917,0.776,0.11716,788852,34320,22308,1615, 8739,192,2431,36330,639452,27871,15005,1373,7232,153,1603,23172,265472,113946,113946,265472,0,113946,265472,0.3003,0.3003,0,0,0,0.104
567,1,900682,720616,0.00426377,0.864,0.18686,795736,29837,23471,1603, 8495,260,2528,38752,645760,24218,15649,1367,6996,197,1690,24739,271704,123709,123709,271704,0,123709,271704,0.3129,0.3129,0,0,0,0.104
567,2,893034,712316,0.00426377,0.864,0.31709,803098,34912,11356,1584, 6408,169,2124,33383,647280,27784, 7834,1394,5237,136,1291,21360,273678,112275,112275,273678,0,112275,273678,0.2909,0.2909,0,0,0,0.104
568,1,896595,717819,0.00029325,0.816,0.13460,792770,29321,23478,1583, 8454,263,2461,38265,643604,23922,15673,1352,6960,201,1639,24468,273947,122169,122169,273947,0,122169,273947,0.3084,0.3084,0,0,0,0.104
568,2,897121,715113,0.00029325,0.816,0.24876,806064,35428,11349,1604, 6449,166,2191,33870,649436,28080, 7810,1409,5273,132,1342,21631,271435,113815,113815,271435,0,113815,271435,0.2954,0.2954,0,0,0,0.104
569,1,893055,715057,0.00424036,0.880,0.17422,789884,28809,23386,1565, 8456,266,2491,38198,641546,23413,15581,1330,6959,204,1649,24375,273160,122036,122036,273160,0,122036,273160,0.3088,0.3088,0,0,0,0.104
569,2,900661,717875,0.00424036,0.880,0.41085,808950,35940,11441,1622, 6447,163,2161,33937,651494,28589, 7902,1431,5274,129,1332,21724,272222,113948,113948,272222,0,113948,272222,0.2951,0.2951,0,0,0,0.104
570,1,897082,718397,0.00024976,0.896,0.21748,793481,29214,23466,1552, 8501,277,2453,38138,644304,23857,15682,1331,7010,214,1643,24356,272038,122240,122240,272038,0,122240,272038,0.3100,0.3100,0,0,0,0.104
570,2,896634,714535,0.00024976,0.896,0.35088,805353,35535,11361,1635, 6402,152,2199,33997,648736,28145, 7801,1430,5223,119,1338,21743,273344,113744,113744,273344,0,113744,273344,0.2938,0.2938,0,0,0,0.104
571,1,900463,721333,0.00401959,0.888,0.17393,795910,29732,23630,1576, 8486,266,2492,38371,646503,24335,15799,1341,6987,204,1650,24514,275172,122635,122635,275172,0,122635,275172,0.3083,0.3083,0,0,0,0.104
571,2,893253,711599,0.00401959,0.888,0.38020,802924,35017,11197,1611, 6417,163,2160,33764,646537,27667, 7684,1420,5246,129,1331,21585,270210,113349,113349,270210,0,113349,270210,0.2955,0.2955,0,0,0,0.104
572,1,900728,718393,0.00431506,0.872,0.24652,808033,36277,11707,1638, 6521,148,2292,34112,651550,28776, 8084,1426,5329,113,1385,21730,274259,116196,116196,274259,0,116196,274259,0.2976,0.2976,0,0,0,0.104
572,2,892988,714539,0.00431506,0.872,0.22100,790801,28472,23120,1549, 8382,281,2360,38023,641490,23226,15399,1335,6904,220,1596,24369,271123,119788,119788,271123,0,119788,271123,0.3064,0.3064,0,0,0,0.104
573,1,894582,713088,0.00253775,0.872,0.31508,803512,35454,11340,1612, 6438,157,2181,33888,647372,28092, 7793,1415,5253,125,1340,21698,271512,113416,113416,271512,0,113416,271512,0.2946,0.2946,0,0,0,0.104
573,2,899134,719844,0.00253775,0.872,0.16954,795322,29295,23487,1575, 8465,272,2471,38247,645668,23910,15690,1346,6980,208,1641,24401,273870,122568,122568,273870,0,122568,273870,0.3092,0.3092,0,0,0,0.104
574,1,892391,711884,0.00498072,0.888,0.33601,803227,34567,11189,1580, 6396,169,2093,33170,647372,27477, 7716,1403,5229,135,1290,21262,272878,111236,111236,272878,0,111236,272878,0.2896,0.2896,0,0,0,0.104
574,2,901325,721048,0.00498072,0.888,0.16297,795607,30182,23638,1607, 8507,260,2559,38965,645668,24525,15767,1358,7004,198,1691,24837,272504,124748,124748,272504,0,124748,272504,0.3140,0.3140,0,0,0,0.104
575,1,896896,714854,0.00004237,0.888,0.32894,805666,35528,11362,1621, 6392,152,2211,33964,649093,28142, 7811,1416,5216,119,1350,21707,273891,113734,113734,273891,0,113734,273891,0.2934,0.2934,0,0,0,0.104
575,2,896820,718078,0.00004237,0.888,0.22409,793168,29221,23465,1566, 8511,277,2441,38171,643947,23860,15672,1345,7017,214,1631,24392,271491,122250,122250,271491,0,122250,271491,0.3105,0.3105,0,0,0,0.104
576,1,893737,715377,0.00347993,0.888,0.18681,791230,28400,23263,1552, 8479,277,2469,38067,642403,23016,15500,1322,6986,214,1643,24293,271868,122355,122355,271868,0,122355,271868,0.3104,0.3104,0,0,0,0.104
576,2,899979,717555,0.00347993,0.888,0.37838,807604,36349,11564,1635, 6424,152,2183,34068,650637,28986, 7983,1439,5247,119,1338,21806,273514,113629,113629,273514,0,113629,273514,0.2935,0.2935,0,0,0,0.104
577,1,899962,717550,0.00346097,0.864,0.34991,808046,36169,11488,1621, 6426,163,2179,33870,651013,28817, 7901,1430,5252,130,1340,21667,272953,113442,113442,272953,0,113442,272953,0.2936,0.2936,0,0,0,0.104
577,2,893754,715382,0.00346097,0.864,0.16339,790788,28580,23339,1566, 8477,266,2473,38265,642027,23185,15582,1331,6981,203,1641,24432,272429,122542,122542,272429,0,122542,272429,0.3103,0.3103,0,0,0,0.104
578,1,893298,715328,0.00396941,0.888,0.18847,789811,29287,23467,1540, 8459,277,2476,37981,641377,23914,15672,1311,6974,215,1649,24216,272476,121945,121945,272476,0,121945,272476,0.3092,0.3092,0,0,0,0.104
578,2,900418,717604,0.00396941,0.888,0.38816,809023,35462,11360,1647, 6444,152,2176,34154,651663,28088, 7811,1450,5259,118,1332,21883,272906,114039,114039,272906,0,114039,272906,0.2947,0.2947,0,0,0,0.104
579,1,894482,716140,0.00264925,0.904,0.24245,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
579,2,899234,716792,0.00264925,0.904,0.35316,806594,36166,11689,1621, 6533,148,2266,34217,650009,28669, 8063,1414,5343,113,1366,21815,272835,115905,115905,272835,0,115905,272835,0.2982,0.2982,0,0,0,0.104
580,1,899234,716792,0.00264925,0.904,0.35316,806594,36166,11689,1621, 6533,148,2266,34217,650009,28669, 8063,1414,5343,113,1366,21815,272835,115905,115905,272835,0,115905,272835,0.2982,0.2982,0,0,0,0.104
580,2,894482,716140,0.00264925,0.904,0.24245,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
581,1,896046,720012,0.00090538,0.752,0.10729,814029,22316,13791,1444, 7797,252,1954,34463,659917,18316, 9883,1274,6386,190,1312,22734,268424,115355,115355,268424,0,115355,268424,0.3006,0.3006,0,0,0,0.104
581,2,897670,712920,0.00090538,0.752,0.16958,784805,42433,21036,1743, 7106,177,2698,37672,633123,33686,13600,1487,5847,143,1669,23365,276958,120629,120629,276958,0,120629,276958,0.3034,0.3034,0,0,0,0.104
582,1,894189,712595,0.00297594,0.888,0.37132,803047,35449,11312,1635, 6432,150,2174,33990,646834,28080, 7780,1438,5247,118,1332,21766,270542,113471,113471,270542,0,113471,270542,0.2955,0.2955,0,0,0,0.104
582,2,899527,720337,0.00297594,0.888,0.19038,795787,29300,23515,1552, 8471,279,2478,38145,646206,23922,15703,1323,6986,215,1649,24333,274840,122513,122513,274840,0,122513,274840,0.3083,0.3083,0,0,0,0.104
583,1,893894,713446,0.00330487,0.888,0.47854,803168,36273,11336,1617, 6181,156,2113,33050,647456,28981, 7861,1420,5069,119,1271,21269,271494,112152,112152,271494,0,112152,271494,0.2923,0.2923,0,0,0,0.104
583,2,899822,719486,0.00330487,0.888,0.17656,795666,28476,23491,1570, 8722,273,2539,39085,645584,23021,15622,1341,7164,214,1710,24830,273888,123832,123832,273888,0,123832,273888,0.3114,0.3114,0,0,0,0.104
584,1,899361,719239,0.00279085,0.880,0.16369,794237,29348,23628,1558, 8743,273,2515,39059,644306,23901,15772,1336,7183,214,1694,24833,273005,123384,123384,273005,0,123384,273005,0.3113,0.3113,0,0,0,0.104
584,2,894355,713693,0.00279085,0.880,0.36845,804597,35401,11199,1629, 6160,156,2137,33076,648734,28101, 7711,1425,5050,119,1287,21266,272377,112600,112600,272377,0,112600,272377,0.2925,0.2925,0,0,0,0.104
585,1,895828,714102,0.00114845,0.880,0.35986,804071,36123,11456,1617, 6406,152,2177,33826,647680,28772, 7888,1426,5232,119,1338,21647,272059,112616,112616,272059,0,112616,272059,0.2928,0.2928,0,0,0,0.104
585,2,897888,718830,0.00114845,0.880,0.18214,794763,28626,23371,1570, 8497,277,2475,38309,645360,23230,15595,1335,7001,214,1643,24452,273323,123368,123368,273323,0,123368,273323,0.3110,0.3110,0,0,0,0.104
586,1,894482,716140,0.00264925,0.904,0.24245,792240,28583,23138,1566, 8370,281,2386,37918,643031,23333,15420,1347,6890,220,1615,24284,272547,120079,120079,272547,0,120079,272547,0.3058,0.3058,0,0,0,0.104
586,2,899234,716792,0.00264925,0.904,0.35316,806594,36166,11689,1621, 6533,148,2266,34217,650009,28669, 8063,1414,5343,113,1366,21815,272835,115905,115905,272835,0,115905,272835,0.2982,0.2982,0,0,0,0.104
